t_id,visitas,compartir,duracion,favorito
402,287690,7821,390,2121
2421,782937,868,363,4157
10441,293054,11838,312,7105
7732,236781,2945,272,5250
1791,934095,65373,412,3415
2863,610454,7300,129,8773
9848,474865,56586,549,5211
8082,530404,92639,59,3604
10457,519821,91813,482,9941
1983,84721,78370,462,
4429,415281,87140,231,
6970,277875,17913,343,7443
5939,651930,38335,279,3075
10016,963140,26612,30,
9203,374434,91386,177,4080
1020,580902,76767,169,9944
4030,738417,16605,416,2044
1760,266305,,,8261
5585,537783,19236,50,8941
5701,369520,36736,164,1086
3777,338507,23526,72,7302
10394,977600,51064,286,8010
7635,311376,53623,174,6848
1742,806327,71351,226,4580
7258,495283,32190,357,1781
244,667954,98676,55,470
2806,794895,49671,313,1590
1734,219097,11250,237,7433
4629,202246,65072,,6809
6722,975327,11874,433,4883
8590,578445,65470,418,9932
9375,766584,96272,295,1995
1190,944847,81534,283,2828
10420,169202,94757,563,8977
5176,216041,76411,524,
1039,408609,61994,328,6838
4786,547662,75954,332,455
3859,280664,66735,105,346
6223,902898,91709,120,1835
4459,403584,84791,293,4006
3727,499872,45143,618,1400
1630,111682,44304,303,678
3750,780568,78116,205,6032
3829,313970,25696,273,7726
7560,829293,29409,240,9251
3127,451813,34898,416,1264
1902,196551,34933,317,8481
908,71968,30443,121,9285
7426,534654,67506,,4268
5674,627616,4575,173,
8699,64090,12390,239,
68,449543,82945,554,6678
8773,888011,43025,558,70
8933,181794,98613,,1841
1280,576385,89838,487,441
6017,709004,49695,247,2150
3303,734166,78041,798,9595
10534,90162,67657,313,4478
6754,21655,6882,185,7114
3788,993512,25628,253,5678
1980,70460,61302,2,19
7438,762429,55191,249,8922
2291,252942,5663,,1973
2995,453362,63156,31,4720
9723,336370,53050,133,3822
7180,622286,43609,736,4273
8801,537792,84500,415,9649
2162,842086,68223,650,9543
4709,234180,60031,447,6431
8640,236087,94420,306,962
1386,541920,78686,359,5829
10042,466097,27664,740,102
5569,375335,11157,123,4784
3856,297780,8091,307,4660
1785,7248,81198,214,4974
8396,385878,97575,,2556
5113,217444,42395,5,4320
5903,430146,89137,26,
2526,103623,753,243,8268
2445,796597,35724,379,9472
1326,94977,39435,,4720
8265,921086,63638,436,2724
4523,520924,46345,181,9376
8527,370051,54145,,5628
9205,585262,78370,225,9200
5513,713160,85773,583,7227
9964,161202,67748,,4854
2434,162331,56080,232,8664
6616,904062,46962,438,7726
1126,805963,99717,167,9539
5793,268570,75741,502,4438
7209,611683,27600,,2193
7015,631489,38232,278,4140
4718,252728,66253,241,8305
8715,120087,26121,58,6076
9089,760984,46240,166,2460
4804,365781,39489,258,169
10101,599506,93213,17,1728
2938,672406,79285,155,4235
5165,721506,45152,458,405
6905,886551,70258,662,8573
8024,308797,81010,508,2464
4542,606384,89167,,701
4373,619012,83044,342,6322
1204,321572,12851,411,434
4676,2489,71088,491,7625
1247,241167,53478,,7567
3991,683211,63447,32,8552
7526,530054,30411,276,2767
9615,270650,60878,50,9502
4922,410240,97800,295,3018
6609,777218,37602,391,8745
10509,930016,11765,339,6343
2527,322446,19291,177,2070
4830,845351,51798,225,2726
6886,30692,41205,326,4788
957,912522,43980,7,4724
6541,682714,16412,752,2403
1079,289524,16150,209,3645
7221,163559,67572,506,6325
3529,852374,92653,382,3304
8507,467276,62562,225,9646
9824,489166,20600,604,9324
3209,388419,93304,230,1540
3124,148674,78343,235,6050
4016,553899,79388,,8023
6632,635576,71902,228,6816
7794,619551,40502,356,8082
10538,622148,27262,387,
9280,294979,40099,228,
2946,896415,90815,443,8698
8336,707097,7202,215,3685
8883,366470,56537,311,7172
3869,412294,90619,,5985
6887,685261,18667,400,1469
2611,733576,10890,465,5123
9119,303206,24713,155,3380
3904,479002,35644,418,4166
292,245138,54359,257,4486
7325,998728,40408,510,1840
2216,522503,68699,278,869
10529,824399,35015,190,5285
4686,919663,92585,373,4033
22,895122,59606,411,3911
7330,487183,14736,363,191
668,446587,74629,393,
10036,911078,41809,24,6898
7478,63345,51221,459,8196
2436,645165,1058,23,556
8596,687394,87935,395,2868
701,274605,66910,482,6300
3932,960875,31354,632,9701
5195,734243,50731,322,5046
9401,483296,57567,374,7335
7854,163716,61366,800,8520
1502,488503,12079,257,1089
987,59569,99039,260,1319
4292,449491,88603,251,3747
10238,822595,35119,36,9824
2413,768482,6265,422,
2092,163929,34832,280,4499
9827,171578,74119,132,2217
469,913929,82217,754,7579
5908,753596,76852,446,5957
2266,368691,85852,186,9768
4567,495318,95466,,9810
4732,439289,23261,543,
6606,410710,63003,482,2287
8927,788131,,80,6576
7625,680864,73789,192,543
1929,515232,23460,403,6331
6589,142353,74709,170,7858
2124,206204,8425,482,5877
5755,784756,89618,76,9326
2411,865452,27755,66,
8919,371480,36697,,262
7232,629230,14555,,2902
6678,145289,25640,254,1909
4407,825884,9385,292,1779
5420,210929,64766,60,8870
7859,866828,72958,373,8086
4096,494159,,553,6674
8550,331042,61401,,3521
8354,69981,8243,539,6393
10549,525984,33730,413,4342
590,412892,88976,228,1065
4174,864187,87784,17,5118
6949,988155,52865,298,1209
3435,708751,10539,235,2966
1602,429052,63418,345,3016
8997,177860,6533,61,3092
3112,747072,23468,,3001
926,878360,6386,455,1926
9654,73158,39133,484,5142
1777,521958,25233,130,2000
10023,748171,53047,188,5402
8319,153064,19524,281,6906
10378,203309,84031,101,4046
7665,189187,24435,369,2676
6115,230059,71260,321,4485
7538,785279,90776,393,
2009,905040,99435,,7299
4803,367294,25416,106,4036
3778,486867,21227,136,8824
6010,406205,14873,485,985
4250,284892,5792,45,2233
3428,514890,7666,232,3844
2948,103427,82866,197,146
5560,828176,90244,538,7996
6055,69700,16064,,6566
1406,941800,72344,125,3298
5503,374215,64645,375,9151
666,294652,29964,347,3610
4740,343035,58948,56,3746
9098,153489,68150,551,2817
4818,245460,30584,551,
5085,223326,55621,407,6835
8195,511225,65800,266,4422
3524,263661,93040,509,9841
6964,322092,62018,449,4251
9376,924465,51162,293,8184
9767,502437,72248,289,9161
30,726949,49519,213,9901
8655,103083,91825,132,3882
973,633300,36857,94,4959
9230,224371,38459,,3173
10214,728535,56759,137,4084
8275,650784,78938,165,4765
6547,824687,56175,98,2545
900,727326,96531,239,7378
1102,257915,49207,,7457
6497,143426,77944,697,8209
8621,561529,16137,,5242
3454,87783,66881,234,4117
9185,392217,34256,425,1174
6012,511882,93513,343,7756
4430,595582,19925,51,2953
5212,569512,29312,208,9973
8056,3315,85052,540,6565
10329,560077,83706,278,357
50,48978,58214,255,6169
16,89859,48452,,2768
8208,449691,52898,62,4895
7401,171991,79272,,5953
4409,908462,55607,110,3345
10120,754137,35331,191,3211
10472,147742,84102,261,4149
4736,745263,59074,,4108
10365,671803,3581,288,6070
4223,11030,73938,288,
3826,257681,9675,289,1459
8223,848207,7418,55,5847
10144,669188,74268,497,7301
4247,913340,1590,235,3903
6178,326591,5036,207,4031
3322,409712,3181,102,8430
8736,857085,569,471,8407
10310,686482,65192,81,2070
7666,866910,8801,340,167
9698,655278,77329,301,
3410,66029,64116,18,3073
5274,388191,98774,406,3653
1167,858831,43882,361,1821
551,115122,63646,,
9497,342474,7063,171,9747
10404,236570,79875,,9029
2998,999300,71705,479,2818
1047,75463,35642,358,7529
998,21550,11536,349,993
9512,271074,49859,127,8878
9063,188670,37311,293,4708
3179,255125,7441,435,5110
10367,251798,82127,268,2364
7285,692895,71948,422,3273
702,919216,94492,384,9740
5888,765839,94710,117,7842
5943,626503,30214,524,9104
2483,631056,50102,179,9983
6398,948869,1448,163,1972
6290,63969,98423,145,
8879,696326,6689,167,9345
7864,4344,44156,140,3916
10024,796770,95398,101,6035
3317,185346,4119,537,1624
7595,392477,45883,,2297
1437,983854,20307,,3225
6943,583703,16687,285,5993
7354,982938,52744,,2394
2889,277991,22976,397,4824
1499,902168,5519,199,3037
5649,533445,51329,374,4944
2843,436048,5869,515,6617
9005,162621,32222,305,2236
159,803907,24601,264,6095
9111,336472,54847,96,9195
7294,521501,19324,313,2635
899,502836,42421,544,1011
2012,544314,563,,5567
4281,287099,72683,,348
6389,796565,55434,133,3657
9227,347829,5915,196,3281
9183,902000,31815,362,2166
737,991620,89835,411,7736
2680,271935,69956,277,659
3059,555671,58470,169,9190
3981,264901,38654,245,7242
5528,346813,65795,418,
4509,972840,55153,556,2562
9261,341073,53867,290,8238
9335,633345,72412,515,3902
4451,744489,42508,456,
5727,253502,52505,423,230
9899,959652,99926,276,
8196,653586,30456,36,1950
8391,559814,86028,733,65
9009,90604,88537,108,3217
2378,983397,93582,278,6424
5032,931591,82700,243,3626
3058,961350,31115,374,7583
7902,716255,40250,249,2191
3380,409282,72861,,6944
491,119951,30378,142,6988
7399,664922,46226,369,7831
10429,500081,83062,120,1402
9529,802613,65150,697,3666
4157,460683,58949,186,2479
8077,981222,6012,395,8945
6683,999218,28517,289,4842
9957,921204,38930,421,3354
2650,598893,42596,255,572
5604,43524,87941,171,8040
492,756184,5608,326,6640
7760,544007,87185,116,8167
2419,194801,34760,140,1833
1705,138277,35475,138,9402
1296,459149,34680,578,4031
912,623849,82037,469,1207
74,224145,97067,332,4399
269,415129,88975,106,3894
6093,537385,30662,494,4183
3339,225509,79099,294,1954
8830,152896,29529,187,9750
7998,281229,47994,73,8925
3342,838650,11234,749,4515
3769,787882,92115,227,9534
156,131482,42209,442,4513
9877,,65411,473,231
9328,471033,76508,,7814
7907,819610,69596,,8846
8438,524360,46275,448,9834
4115,991427,88534,252,9249
9166,614598,35889,142,2532
6679,692453,79840,745,4774
4591,612980,17442,253,4977
3759,85525,59678,209,1780
3042,762962,22957,158,7871
6915,655655,87295,64,3924
6106,201238,4481,189,541
9211,671330,95279,478,
6410,796288,35894,211,8596
9778,987586,8522,471,4414
6813,941991,8169,496,6036
8398,499712,8158,,7719
4554,856522,63211,39,4353
2392,331585,80164,41,9037
7042,224780,64872,,8041
8546,566643,27278,,235
5081,306775,44807,172,6298
8496,683439,11741,292,3210
4116,897150,24077,262,4897
3105,336908,38597,7,1284
851,729608,54962,17,9940
6285,931318,72028,336,1100
8523,611074,96930,210,3480
9860,672243,19244,222,4588
8971,877727,97221,114,7230
118,753250,44040,267,7346
3037,281799,66176,103,2004
1546,43254,37920,311,8635
345,733584,94785,68,6623
8995,7832,41253,378,5404
8369,980187,33243,491,1651
1797,726042,93647,250,4703
9633,595200,55918,334,1316
6608,570711,19082,374,3211
6422,555416,97008,204,5518
2911,71558,40028,206,246
2133,334199,93590,434,8774
6153,994882,6801,418,3843
7643,704771,68164,360,7769
10212,106289,73510,,123
4425,250898,45989,359,1425
9495,154536,70718,275,2166
23,737734,95914,124,6213
6911,511606,27405,215,6586
3812,961546,44997,446,973
9663,135190,69131,200,1801
10318,157097,21571,70,7048
5233,349358,57175,353,7128
3284,79528,46780,75,8328
3433,199085,30789,167,944
2492,314551,75177,200,1163
3766,714238,82903,421,2474
6653,949041,74159,64,2685
2047,845433,70878,225,5706
10069,507897,63403,217,3465
9216,913550,17294,302,3613
2796,726470,88820,523,6820
5828,385574,75564,415,6557
4562,758715,44045,251,4170
3793,264677,37426,347,7879
2660,955770,12397,249,2692
493,587649,37048,318,9062
9118,460813,67171,50,4592
832,315612,53506,169,2885
9276,902202,84378,,5825
534,7211,58409,258,9055
2699,879660,15667,222,4109
2616,288244,77965,445,9186
6271,957423,95012,392,6097
7636,445545,79542,134,9675
8836,379378,59588,419,4258
967,334723,58585,448,2006
6780,69857,53584,207,7303
3030,579823,89846,433,8767
8366,741882,76081,296,1036
700,172284,37172,502,
3463,35658,10391,37,6084
6277,614013,91713,192,4930
1627,425081,23327,265,716
4572,160957,27237,175,1382
5895,605215,54110,142,8392
10233,284198,79374,364,587
184,264506,4747,440,30
7952,813623,61832,272,1189
10010,198284,2741,353,7197
7395,29958,97177,646,73
5581,296437,85196,354,9773
7202,949846,31696,,9670
8098,749619,34432,436,5793
5860,675797,88405,151,3312
8554,460610,60784,37,1645
7377,776510,78395,386,7266
4529,164091,46768,351,
3693,618174,77061,43,2330
5610,46153,33884,211,5975
4665,761405,7175,331,899
4378,686493,88386,122,6108
775,833623,65799,312,5431
3893,187193,71094,189,5636
9588,231656,53629,206,9760
3046,298288,18126,249,8271
4188,971608,98695,101,8775
9966,469098,66641,342,6305
718,213744,84921,620,6292
8632,476876,76735,116,5800
3701,821013,14915,,8985
3680,562300,78022,628,
1070,429191,55233,244,9521
8781,793299,63841,421,8392
2935,55594,86348,277,377
6431,298323,70007,186,2476
3048,83882,91162,307,9858
2697,487805,11791,383,1222
4748,984708,12680,243,3258
9264,182260,56341,405,1254
597,704322,67117,72,3591
828,201183,50039,,704
2951,10594,76659,147,3596
416,576645,,298,6277
5317,431019,91499,1,1126
2424,842986,81638,195,4136
931,738937,85203,537,7416
3347,726568,97118,318,
4779,676331,88605,638,5315
7847,680691,42702,160,1660
3389,972933,53417,251,4039
8999,294329,35650,99,5800
4691,981359,30016,221,289
7091,352262,18795,78,2297
6405,954499,9617,238,9639
4789,873837,65154,306,3906
101,740725,12535,306,9890
10128,959455,48911,213,9203
7564,318795,98246,123,7118
5238,923179,83211,,585
3994,825722,37391,9,5242
9594,871218,27068,631,4599
7761,947019,32544,307,2369
8018,825262,4190,173,9444
8046,510216,50700,436,8137
6008,920620,34251,212,7376
9043,,97863,30,
7268,44634,3846,121,5132
981,770803,51750,229,5412
1328,967144,135,307,7216
3523,69901,5568,195,9109
8244,859602,92110,259,6515
2062,265930,95900,178,965
3115,632460,58692,156,4247
6558,100231,93470,417,37
141,715807,11724,40,5066
6973,467050,34122,158,2138
6729,172703,63187,115,152
8084,167413,82101,18,5628
9620,727591,85433,302,
5385,911237,81358,44,8832
5171,86274,93283,132,897
6974,11410,52147,296,4799
9210,775676,10133,354,
5656,16193,72563,198,1380
3575,177255,60749,186,3907
7905,711931,71354,28,317
3189,326749,39794,338,6602
2949,374239,3732,350,
2260,997210,325,529,1812
1636,421238,95991,342,4445
9617,142742,79822,38,4224
6048,526033,91489,290,427
2060,133517,22188,320,4076
8851,738105,82597,139,3961
6279,261735,89464,,9004
6479,548593,66151,306,7375
8479,86558,14360,71,
6001,404102,49154,91,551
6769,245065,44423,,4565
9702,336152,11200,161,6988
3415,718363,96851,94,8716
4692,522819,50187,609,9877
5235,163594,4392,118,8136
6333,627921,63194,438,7674
6499,865633,15647,235,1777
9610,267114,2415,132,9283
7769,615857,38494,,3556
6244,405323,28577,523,1378
4837,77523,38589,264,1955
5289,567546,77014,251,1037
8345,936644,46194,211,
5280,264899,4109,182,742
690,382199,22361,655,7849
397,250212,21447,289,6199
9190,885060,68957,281,4264
1012,704330,48514,10,8964
1133,214570,99318,92,3225
8631,585052,97121,478,1663
7199,960191,22880,185,9748
8373,194536,15859,748,6912
5064,326188,27207,345,9163
6607,737925,23508,551,1718
929,642490,63396,,1517
5614,194203,59069,358,7364
6031,590375,14865,207,5166
7084,190073,43996,263,3323
5170,611819,74453,75,9530
7860,662754,81935,265,5436
3918,408847,10644,139,
305,201212,54840,142,1
6816,163901,57935,209,8292
9724,911894,86712,317,2153
6674,615230,4156,294,
10284,222018,96706,47,4658
728,681336,11195,162,
3508,22627,31154,176,1755
3315,22172,68792,560,2895
5383,989202,72542,343,5253
4959,734660,47403,105,3724
5123,529072,47629,,5771
216,120804,22445,21,6847
1644,217722,97938,293,241
3156,236739,89573,,4119
4416,171843,93903,12,142
7622,342659,84590,371,6802
2953,114940,59606,,5551
7137,172863,18808,44,8739
7007,69430,77501,425,9021
2994,353714,49321,195,3911
3626,20441,10351,112,8798
9114,728574,54956,297,9633
7746,50850,84153,465,8730
46,396019,17915,165,2759
5680,300909,9042,340,1950
5639,807506,31303,363,7704
4322,246842,62494,380,
9165,575428,33135,202,4478
351,391177,37856,215,1602
7994,267823,63301,402,6770
6997,522405,45390,293,3312
4582,38313,64455,267,70
7658,579805,84186,292,530
4999,975882,29460,224,454
8572,270564,3305,105,1102
9776,827440,88131,31,4911
9826,584412,17258,410,4112
7054,987265,89931,413,8127
4767,339784,5858,187,2069
6510,106475,73401,484,1630
1453,108600,31382,283,3020
2883,364902,79022,351,846
10252,64546,80862,730,3566
6950,326859,54548,523,3610
2785,283900,88770,529,5398
7559,519243,69118,148,8630
698,505198,59672,364,7791
7175,979299,98609,433,
9461,441401,75052,123,1617
9310,60679,79627,436,2217
240,67534,77483,334,
8472,491674,30238,306,811
7829,873143,89209,644,7259
9080,385128,36798,382,8140
3947,644590,81121,303,8138
7774,687824,1537,,8391
5522,475369,14047,502,2490
8049,255974,47683,53,2166
4337,949893,1818,,3030
6561,438262,87476,16,2854
7445,664682,55260,408,3903
735,630186,1246,,5651
3325,34681,33492,,7126
277,122144,58516,260,5224
7984,532472,93871,64,2636
5924,836162,86407,161,3511
9038,607216,74040,459,5094
3019,419096,77458,188,9059
8004,518134,33826,557,7196
8817,712332,35980,152,7846
3341,890877,69934,207,3097
971,454117,11373,439,8611
10076,197960,39213,330,1803
9278,594031,18559,632,8345
3860,448061,14142,70,7524
7080,791127,26476,299,7113
7754,484626,67318,165,1309
5664,976608,94239,411,3160
9064,161481,78106,417,1866
5802,728722,50725,230,9059
8695,411877,50291,283,5979
9494,341740,24218,204,9710
2725,867465,98825,330,6336
224,924291,71200,127,323
6715,9344,89471,319,9524
2583,345830,94940,435,
8190,379704,75657,,7869
2126,336660,72334,431,
8085,568036,85122,209,3560
8171,685924,39740,586,4597
2784,523624,963,420,6335
604,226299,59706,93,456
2351,615489,777,316,9612
9332,476222,15100,,5102
8821,976351,55465,,9396
6066,8820,8211,518,4850
3089,154102,16363,,3471
5854,406127,53926,372,5925
10507,473393,74372,100,8541
8886,363635,13939,321,28
5323,53167,67496,405,5009
8960,144394,89577,460,9081
8235,638641,46879,202,5322
7079,588977,92028,290,3467
9296,438021,60610,76,5442
8356,202140,38748,437,8068
2081,42013,46159,452,3939
5648,13832,4292,233,5744
4571,566293,96192,328,5412
576,557870,50713,335,5302
5006,947412,65528,494,570
7699,823888,51568,306,6451
4913,871960,47093,172,7521
6648,362677,46583,235,6356
654,160063,81415,45,2097
9116,147174,13128,,2415
3218,907641,68593,411,3963
3673,425600,90981,178,5587
9473,770636,41448,325,4662
5991,237598,2298,246,9213
2932,246145,34724,51,1032
1831,397287,48332,302,8555
4408,660327,13472,267,2305
6743,629621,45890,398,9294
9839,647960,33277,276,2774
3927,332758,38694,422,4524
7339,368806,61173,,3119
4625,452502,78523,421,4169
4650,117392,50978,182,5052
4565,520708,14364,,7133
1901,399973,46003,223,9552
3634,390264,57831,387,5684
2356,937291,22254,433,107
9555,547796,58170,176,2513
2270,488091,93248,100,5171
7878,353216,83236,277,7879
5208,590971,52330,167,
94,269012,78596,117,8257
10516,350035,72678,116,8578
4909,813204,6283,592,2378
5696,539932,74559,121,2531
6833,539832,22875,88,9028
5476,91840,81267,44,950
6478,491268,95988,61,2582
8215,108645,89652,443,1274
2518,572797,97517,253,3835
9153,246631,88241,64,3948
7971,849577,65702,75,911
1042,698875,6196,54,3567
772,233730,736,63,7565
4220,596722,99085,560,8903
9564,318661,67390,252,6804
10456,868790,85869,361,7505
6091,585990,21783,283,4840
5214,347959,25545,211,698
6539,835030,44477,40,5990
783,508012,24651,309,3641
45,294934,44963,311,9192
4286,936123,28211,243,8807
1776,198393,96463,447,8105
3240,965278,26133,264,9373
779,854521,58990,348,417
189,581342,32868,159,8653
8838,301582,2052,567,4493
4923,37405,38620,330,7444
7160,983260,5169,294,1313
2122,416080,76189,369,3937
10211,583334,33142,244,6577
4401,683203,57762,335,8446
6703,364036,12738,259,9807
5210,412937,68552,138,8202
10116,736312,72621,149,9436
705,503142,79869,478,3182
7061,608625,61136,152,7602
6315,471048,10806,396,1029
365,206128,93003,242,7562
5876,781625,97189,459,
9758,320761,92503,327,2697
1640,47415,82337,467,3914
4958,380572,54414,231,7871
10161,72188,35758,322,
9577,747958,30672,228,1976
5440,79867,88246,364,7314
9347,324019,34556,508,2492
8136,830262,66284,529,9980
6180,271479,95223,221,4342
9156,642042,91886,354,4667
6573,465091,85201,239,9010
3567,709666,17482,438,5226
1463,176697,31788,,4977
394,207822,59379,182,
9798,785546,11016,112,461
5417,178881,11946,330,9299
1245,750463,29804,143,8499
5109,994954,79141,329,8468
906,922143,36064,324,5502
5098,133173,94751,63,8923
5965,685510,61245,544,1403
9589,435062,73588,262,4485
4995,29663,7569,289,4688
8794,759409,77301,213,6690
4871,507086,23672,84,5842
10087,870602,58667,443,4728
7157,810602,39620,257,3634
3961,553938,22085,110,5122
368,210670,27975,361,
9950,504905,37077,356,6029
7102,751094,35008,237,1681
5125,303834,68475,126,801
5995,74908,26583,175,473
4855,893929,5961,348,4386
5608,353226,55899,80,6160
4176,824896,76704,276,6762
433,134004,59989,132,2657
1301,431188,70041,382,4624
1464,746341,87723,757,6509
985,361105,21538,147,
6891,907705,81732,180,5251
10546,702651,29994,331,9686
4966,639146,72062,414,2827
4170,996689,56585,328,5704
858,541580,55711,333,521
5901,34067,94060,,4379
6211,468216,7438,332,1232
7810,334916,78109,220,8675
9164,394870,54787,496,9990
413,350417,12586,,6424
5206,993665,18093,194,1182
2632,701443,13300,,9712
1707,640699,45397,238,8392
8343,219995,67431,150,9030
5084,13285,40463,281,5843
507,731245,17927,362,
9660,106810,29193,,1198
9234,742470,45077,,1377
9781,818181,1030,304,2747
9818,270497,26498,624,2814
2746,202297,6836,84,3383
3136,259383,12870,325,3943
5416,762729,65617,347,4410
3100,837523,33636,227,813
4462,752352,84341,241,898
1847,706069,16372,,6195
1054,104856,89646,442,4937
2717,659576,51039,629,1249
4164,705218,66133,191,2523
7408,888273,82657,143,76
6216,932589,57414,123,4308
5448,167765,72896,607,8000
5466,500835,71014,344,3794
3949,763351,22340,138,7263
4657,717861,76954,50,7889
2811,979287,64013,402,1140
10266,104389,9927,475,5442
6472,732485,42236,94,8756
3461,976062,8678,182,8541
3830,36882,97730,529,6655
14,659053,46909,544,2269
7517,48577,59778,239,6593
7783,4608,57495,196,4190
9120,228849,24458,675,6381
984,133995,20461,79,9746
9333,270575,70927,,7488
5396,73491,54810,343,4471
962,622682,23754,459,2511
9679,417955,77738,35,1038
5752,783913,95803,326,742
6673,136952,46715,,9397
4526,669253,2183,,2157
9155,153416,28453,218,6534
7520,112913,2224,469,9503
3288,738988,78643,288,5004
9262,296492,68583,363,5539
8081,971525,7535,410,3356
7869,647688,,581,5520
4798,718790,1148,646,3057
9175,736185,2520,528,817
8307,968417,11371,380,8715
2154,478989,1179,114,3357
8895,822005,92716,513,6265
4315,872555,74763,,7293
9680,560436,40206,395,2840
6654,836107,91083,,6419
6662,845776,13347,62,3938
9132,640578,285,185,6672
10248,136064,6605,193,6685
3208,806289,65990,396,5483
7544,284950,95266,98,4326
5619,624824,20342,34,269
932,773864,53874,381,9809
465,533573,19786,185,6618
1172,301151,93597,318,3154
6183,615497,82328,,5932
7615,34056,17289,433,6853
8948,89205,97723,91,
6464,433375,75960,355,8119
2868,390794,37863,683,8678
198,208268,19359,535,7589
8816,16372,28998,851,1099
6341,73296,90785,309,2135
9320,241363,60783,399,6325
1134,861963,5417,34,2956
5944,500769,16741,238,3446
7919,445670,48261,441,1560
7073,92533,81782,,6738
7494,876207,47977,405,3953
8149,646494,18994,415,7088
5291,139632,80569,309,1506
1164,379557,46344,479,1042
1937,440688,20630,327,6899
4516,374440,70793,431,3755
9918,53455,41839,,5605
6718,25448,20745,201,6799
83,226321,14580,17,5137
7962,640822,56970,159,3398
8470,288152,27901,152,4557
1849,259835,72526,252,2198
10400,936203,37446,,442
3644,570690,32124,156,7977
8684,518888,96339,444,3729
6420,305835,7823,210,6447
3827,839547,63701,145,5222
10510,404218,62862,483,3019
3741,558683,63706,203,1907
8917,466751,43367,502,6147
3217,226280,10372,667,3688
2897,961192,13759,440,1639
7503,609932,21702,393,4859
2221,281396,20400,196,9383
7736,892375,64723,119,2182
8067,44289,26490,341,256
1817,684894,19106,,3706
6094,851884,45690,673,8752
10230,472737,3854,146,2937
8041,499261,98985,0,3237
8810,268905,56758,61,2480
1490,411136,64532,405,5160
1168,44669,13578,339,8966
2205,569540,48749,908,5698
1153,105748,13661,507,4307
9384,329720,28458,233,5627
10054,260491,9045,389,2352
1095,789878,27321,651,4476
2401,212161,12384,,9988
8576,51497,1624,198,582
1279,599836,6116,,152
6196,809161,2228,299,5949
9799,41246,36924,175,9280
5542,5084,11110,307,4847
2825,270998,18204,182,
7227,377345,75020,385,5426
2304,888072,60391,301,2816
1231,464660,38367,668,3618
3715,912185,93546,352,1711
9682,677847,22352,235,7570
2835,15499,10124,41,5118
7525,435121,65671,296,4845
7086,697480,55411,278,8899
7430,878520,79838,19,6493
5467,547195,79629,156,8351
3933,793782,3812,407,
10089,196749,50814,95,2385
4144,202219,22076,540,9375
5464,647199,11366,242,3969
9143,653167,20295,153,8335
4038,635458,72471,374,3230
4608,106585,14866,,8396
9126,146831,83800,10,5015
3501,969671,29947,463,3732
4544,807971,14414,412,3907
7161,665228,82342,288,5505
671,511617,64215,308,1468
5121,911512,31972,280,7033
60,692977,4766,369,1526
7348,815614,57278,223,4005
5587,259888,60568,155,7501
10205,703131,,130,1457
3500,960036,23655,651,6808
6993,664981,35411,77,2297
6489,412424,16895,253,6969
1892,485398,66938,374,8923
405,246403,44032,903,7810
7252,79446,2185,82,5407
6404,708699,41185,87,1468
2214,553126,81420,,9171
6490,309802,65653,5,9254
5019,58659,69969,135,4274
3576,777077,25681,593,7748
3762,552708,40814,182,4058
861,222183,51047,144,180
5282,931065,65244,27,4460
6934,6134,1055,99,9045
43,803827,24926,344,4853
7432,305327,92716,277,8371
3871,237572,93240,229,8320
7955,600774,57298,37,3713
5808,250332,31956,,3498
7697,505101,23048,321,8032
2171,637569,47416,255,1218
6044,232108,68641,305,1449
2795,303896,82904,224,6765
3911,632620,31661,384,2585
9937,750071,93683,138,3946
6660,12820,52603,118,
6618,98415,20499,322,4089
291,716111,24963,482,5373
5592,262431,13670,261,3449
8676,770390,14052,575,7227
10107,852734,12104,656,3959
3309,777820,70999,518,2621
1972,556869,35312,1,2966
6101,811198,66355,185,4006
1756,43387,12558,425,3174
4120,772121,904,10,6735
3951,73458,28989,,8263
343,798654,19415,183,
5948,876553,94957,231,3229
170,87010,42406,90,419
685,285927,21437,473,9068
7674,653721,25649,549,2516
1975,508930,92096,326,7227
8776,791376,65878,,8338
10476,42594,66580,156,6733
510,447850,97644,218,1747
5188,849486,40280,149,8624
7255,489927,93333,247,6084
9367,105725,31141,32,8590
3017,447668,10066,202,7577
8663,446255,89645,599,4725
5773,811667,14736,430,1324
10143,567597,45070,121,9532
276,869101,71430,,6545
7908,114598,29838,483,6416
3880,222540,54775,319,660
2625,499534,84073,335,1974
3487,535594,91625,125,3918
3771,648644,61386,242,9566
7062,67388,25705,142,1968
628,906030,10068,160,5869
3429,10279,72802,0,3132
5344,371591,43553,328,6849
7024,569824,66760,593,9045
506,993092,4972,169,7223
9458,223044,67654,61,6154
6192,366545,85936,375,3238
5856,530845,50450,425,5224
6790,156768,59573,197,7186
964,221161,63561,196,8464
8691,708211,80142,153,599
4486,775323,6190,189,
3324,848599,87190,184,
3572,413895,,337,4945
9396,302350,36050,,153
367,327367,54761,353,6431
9171,226776,49634,310,7840
10524,925730,44422,467,2670
8633,899129,17759,132,3347
154,864598,51501,303,3452
4854,664588,13019,413,9939
5364,925249,62826,418,4556
7861,65532,57988,110,2825
2510,126835,23681,340,3292
1936,734368,53722,45,5862
887,199555,,,2603
2971,940750,52766,253,2586
260,968991,70152,49,2788
7454,333649,95471,165,3991
3521,685790,95490,509,8314
5097,707034,74290,371,6143
10031,784016,39508,132,2249
6663,337674,35377,232,
3954,802853,35893,196,9403
7233,576695,23349,,1327
