,t_id,pais,idioma
1171,4686,Iran,English
1172,22,Indonesia,English
1173,7330,Germany,English
1174,668,Spain,English
1175,10036,Indonesia,English
1176,7478,France,English
1177,2436,Mexico,English
1178,8596,Brazil,English
1179,701,Thailand,English
1180,3932,Turkey,English
1181,5195,Egypt,English
1182,9401,Japan,English
1183,7854,Italy,English
1184,1502,Kenya,English
1185,987,France,English
1186,4292,Sudan,English
1187,10238,India,English
1188,2413,Mexico,English
1189,2092,Philippines,English
1190,9827,Indonesia,English
1191,469,Japan,English
1192,5908,Thailand,English
1193,2266,Russia,English
1194,4567,South Korea,English
1195,4732,Iran,English
1196,6606,South Africa,English
1197,8927,India,English
1198,7625,Italy,English
1199,1929,China,English
1200,6589,Italy,English
1201,2124,France,English
1202,5755,Algeria,English
1203,2411,Sudan,English
1204,8919,Myanmar,English
1205,7232,Japan,English
1206,6678,Indonesia,English
1207,4407,Ukraine,English
1208,5420,South Africa,English
1209,7859,Spain,English
1210,4096,Japan,English
1211,8550,Nigeria,English
1212,8354,Russia,English
1213,10549,Ethiopia,English
1214,590,Turkey,English
1215,4174,Myanmar,English
1216,6949,China,English
1217,3435,Mexico,English
1218,1602,China,English
1219,8997,Philippines,English
1220,3112,Mexico,English
1221,926,Ethiopia,English
1222,9654,Indonesia,English
1223,1777,India,English
1224,10023,China,English
1225,8319,China,English
1226,10378,Vietnam,English
1227,7665,Mexico,English
1228,6115,Colombia,English
1229,7538,South Korea,English
1230,2009,France,English
1231,4803,Kenya,English
1232,3778,Italy,English
1233,6010,Bangladesh,English
1234,4250,Thailand,English
1235,3428,France,English
1236,2948,China,English
1237,5560,Kenya,English
1238,6055,Argentina,English
1239,1406,Nigeria,English
1240,5503,Kenya,English
1241,666,Ethiopia,English
1242,4740,Philippines,English
1243,9098,United Kingdom,English
1244,4818,South Korea,English
1245,5085,Mexico,English
1246,8195,Ethiopia,English
1247,3524,Vietnam,English
1248,6964,Algeria,English
1249,9376,United Kingdom,English
1250,9767,Bangladesh,English
1251,30,Sudan,English
1252,8655,China,English
1253,973,Ethiopia,English
1254,9230,South Korea,English
1255,10214,China,English
1256,8275,Colombia,English
1257,6547,Algeria,English
1258,900,South Korea,English
1259,1102,China,English
1260,6497,Philippines,English
1261,8621,United States,English
1262,3454,Myanmar,English
1263,9185,Uganda,English
1264,6012,Colombia,English
1265,4430,Philippines,English
1266,5212,Spain,English
1267,8056,Spain,English
1268,10329,DR Congo,English
1269,50,Mexico,English
1270,16,South Korea,English
1271,8208,Sudan,English
1272,7401,Ethiopia,English
1273,4409,Pakistan,English
1274,10120,Russia,English
1275,10472,Myanmar,English
1276,4736,Ethiopia,English
1277,10365,Italy,English
1278,4223,DR Congo,English
1279,3826,Italy,English
1280,8223,Japan,English
1281,10144,DR Congo,English
1282,4247,Bangladesh,English
1283,6178,Spain,English
1284,3322,Russia,English
1285,8736,DR Congo,English
1286,10310,Russia,English
1287,7666,Spain,English
1288,9698,Germany,English
1289,3410,Pakistan,English
1290,5274,Japan,English
1291,1167,Spain,English
1292,551,Algeria,English
1293,9497,South Africa,English
1294,10404,United States,English
1295,2998,Brazil,English
1296,1047,Uganda,English
1297,998,Mexico,English
1298,9512,Vietnam,English
1299,9063,India,English
1300,3179,Algeria,English
1301,10367,Russia,English
1302,7285,Ethiopia,English
1303,702,Argentina,English
1304,5888,Uganda,English
1305,5943,Vietnam,English
1306,2483,South Korea,English
1307,6398,Russia,English
1308,6290,Mexico,English
1309,8879,Algeria,English
1310,7864,Myanmar,English
1311,10024,Argentina,English
1312,3317,Mexico,English
1313,7595,Nigeria,English
1314,1437,Ukraine,English
1315,6943,United States,English
1316,7354,Brazil,English
1317,2889,India,English
1318,1499,Spain,English
1319,5649,China,English
1320,2843,Vietnam,English
1321,9005,Thailand,English
1322,159,Mexico,English
1323,9111,Turkey,English
1324,7294,Russia,English
1325,899,Bangladesh,English
1326,2012,Japan,English
1327,4281,Thailand,English
1328,6389,Sudan,English
1329,9227,China,English
1330,9183,Vietnam,English
1331,737,Philippines,English
1332,2680,Germany,English
1333,3059,Kenya,English
1334,3981,Iran,English
1335,5528,Ethiopia,English
1336,4509,United Kingdom,English
1337,9261,Algeria,English
1338,9335,France,English
1339,4451,South Korea,English
1340,5727,Thailand,English
1341,9899,Indonesia,English
1342,8196,Egypt,English
1343,8391,Vietnam,English
1344,9009,Tanzania,English
1345,2378,China,English
1346,5032,Uganda,English
1347,3058,Egypt,English
1348,7902,Germany,English
1349,3380,United Kingdom,English
1350,491,Sudan,English
1351,7399,Mexico,English
1352,10429,Germany,English
1353,9529,Thailand,English
1354,4157,Philippines,English
1355,8077,Italy,English
1356,6683,Iran,English
1357,9957,Uganda,English
1358,2650,United Kingdom,English
1359,5604,Germany,English
1360,492,United Kingdom,English
1361,7760,India,English
1362,2419,Thailand,English
1363,1705,Uganda,English
1364,1296,China,English
1365,912,Vietnam,English
1366,74,Japan,English
1367,269,India,English
1368,6093,DR Congo,English
1369,3339,Philippines,English
1370,8830,China,English
1371,7998,Tanzania,English
1372,3342,Iran,English
1373,3769,Sudan,English
1374,156,Colombia,English
1375,9877,South Africa,English
1376,9328,DR Congo,English
1377,7907,Tanzania,English
1378,8438,Brazil,English
1379,4115,Turkey,English
1380,9166,Uganda,English
1381,6679,Sudan,English
1382,4591,Iran,English
1383,3759,Ukraine,English
1384,3042,Algeria,English
1385,6915,South Africa,English
1386,6106,Tanzania,English
1387,9211,Nigeria,English
1388,6410,Japan,English
1389,9778,Mexico,English
1390,6813,France,English
1391,8398,Pakistan,English
1392,4554,Nigeria,English
1393,2392,Kenya,English
1394,7042,Uganda,English
1395,8546,South Africa,English
1396,5081,Tanzania,English
1397,8496,Myanmar,English
1398,4116,Japan,English
1399,3105,Philippines,English
1400,851,Spain,English
1401,6285,India,English
1402,8523,Algeria,English
1403,9860,Colombia,English
1404,8971,South Africa,English
1405,118,Japan,English
1406,3037,South Africa,English
1407,1546,Tanzania,English
1408,345,Mexico,English
1409,8995,India,English
1410,8369,Japan,English
1411,1797,Pakistan,English
1412,9633,Egypt,English
1413,6608,United Kingdom,English
1414,6422,Colombia,English
1415,2911,Spain,English
1416,2133,Vietnam,English
1417,6153,Italy,English
1418,7643,Spain,English
1419,10212,Ukraine,English
1420,4425,South Africa,English
1421,9495,Mexico,English
1422,23,India,English
1423,6911,Bangladesh,English
1424,3812,France,English
1425,9663,Nigeria,English
1426,10318,DR Congo,English
1427,5233,Sudan,English
1428,3284,Bangladesh,English
1429,3433,Uganda,English
1430,2492,South Africa,English
1431,3766,Sudan,English
1432,6653,Russia,English
1433,2047,Philippines,English
1434,10069,Italy,English
1435,9216,Russia,English
1436,2796,Ethiopia,English
1437,5828,Germany,English
1438,4562,Turkey,English
1439,3793,Vietnam,English
1440,2660,Spain,English
1441,493,Russia,English
1442,9118,Sudan,English
1443,832,China,English
1444,9276,Iran,English
1445,534,Egypt,English
1446,2699,China,English
1447,2616,Germany,English
1448,6271,Philippines,English
1449,7636,Mexico,English
1450,8836,Indonesia,English
1451,967,Uganda,English
1452,6780,Vietnam,English
1453,3030,Uganda,English
1454,8366,Bangladesh,English
1455,700,Indonesia,English
1456,3463,Philippines,English
1457,6277,United States,English
1458,1627,Myanmar,English
1459,4572,Philippines,English
1460,5895,Bangladesh,English
1461,10233,Algeria,English
1462,184,Japan,English
1463,7952,Bangladesh,English
1464,10010,Argentina,English
1465,7395,Uganda,English
1466,5581,Colombia,English
1467,7202,Brazil,English
1468,8098,Thailand,English
1469,5860,Ethiopia,English
1470,8554,Egypt,English
1471,7377,Brazil,English
1472,4529,Russia,English
1473,3693,Russia,English
1474,5610,DR Congo,English
1475,4665,Nigeria,English
1476,4378,Russia,English
1477,775,South Africa,English
1478,3893,Argentina,English
1479,9588,United Kingdom,English
1480,3046,South Korea,English
1481,4188,Iran,English
1482,9966,Italy,English
1483,718,Philippines,English
1484,8632,Pakistan,English
1485,3701,Italy,English
1486,3680,United States,English
1487,1070,Italy,English
1488,8781,Argentina,English
1489,2935,Egypt,English
1490,6431,Pakistan,English
1491,3048,Myanmar,English
1492,2697,India,English
1493,4748,France,English
1494,9264,Ukraine,English
1495,597,Italy,English
1496,828,Vietnam,English
1497,2951,Indonesia,English
1498,416,Japan,English
1499,5317,DR Congo,English
1500,2424,Kenya,English
1501,931,Russia,English
1502,3347,Kenya,English
1503,4779,Germany,English
1504,7847,South Africa,English
1505,3389,Kenya,English
1506,8999,DR Congo,English
1507,4691,Bangladesh,English
1508,7091,Myanmar,English
1509,6405,Germany,English
1510,4789,Argentina,English
1511,101,Thailand,English
1512,10128,France,English
1513,7564,Russia,English
1514,5238,Italy,English
1515,3994,Nigeria,English
1516,9594,France,English
1517,7761,Argentina,English
1518,8018,Nigeria,English
1519,8046,Ethiopia,English
1520,6008,Japan,English
1521,9043,Iran,English
1522,7268,Indonesia,English
1523,981,Russia,English
1524,1328,Russia,English
1525,3523,Indonesia,English
1526,8244,Nigeria,English
1527,2062,France,English
1528,3115,Ethiopia,English
1529,6558,China,English
1530,141,South Korea,English
1531,6973,Russia,English
1532,6729,Germany,English
1533,8084,Nigeria,English
1534,9620,India,English
1535,5385,Uganda,English
1536,5171,Indonesia,English
1537,6974,Vietnam,English
1538,9210,China,English
1539,5656,Germany,English
1540,3575,Italy,English
1541,7905,France,English
1542,3189,Iran,English
1543,2949,DR Congo,English
1544,2260,Kenya,English
1545,1636,United States,English
1546,9617,Pakistan,English
1547,6048,Mexico,English
1548,2060,France,English
1549,8851,Bangladesh,English
1550,6279,Pakistan,English
1551,6479,Germany,English
1552,8479,Philippines,English
1553,6001,Germany,English
1554,6769,Kenya,English
1555,9702,Tanzania,English
1556,3415,Bangladesh,English
1557,4692,Nigeria,English
1558,5235,Iran,English
1559,6333,Kenya,English
1560,6499,Mexico,English
1561,9610,Vietnam,English
1562,7769,Myanmar,English
1563,6244,Vietnam,English
1564,4837,Vietnam,English
1565,5289,Thailand,English
1566,8345,Algeria,English
1567,5280,Turkey,English
1568,690,China,English
1569,397,Argentina,English
1570,9190,Mexico,English
1571,1012,Vietnam,English
1572,1133,United Kingdom,English
1573,8631,Germany,English
1574,7199,Sudan,English
1575,8373,Tanzania,English
1576,5064,India,English
1577,6607,China,English
1578,929,Sudan,English
1579,5614,Brazil,English
1580,6031,Nigeria,English
1581,7084,South Korea,English
1582,5170,India,English
1583,7860,Myanmar,English
1584,3918,Uganda,English
1585,305,Vietnam,English
1586,6816,Bangladesh,English
1587,9724,South Korea,English
1588,6674,Myanmar,English
1589,10284,Sudan,English
1590,728,Bangladesh,English
1591,3508,Spain,English
1592,3315,Ukraine,English
1593,5383,Egypt,English
1594,4959,Uganda,English
1595,5123,Kenya,English
1596,216,Ethiopia,English
1597,1644,Philippines,English
1598,3156,Indonesia,English
1599,4416,India,English
1600,7622,Japan,English
1601,2953,Ethiopia,English
1602,7137,Ethiopia,English
1603,7007,Ethiopia,English
1604,2994,Colombia,English
1605,3626,South Africa,English
1606,9114,Ethiopia,English
1607,7746,Germany,English
1608,46,Algeria,English
1609,5680,France,English
1610,5639,Argentina,English
1611,4322,United States,English
1612,9165,United States,English
1613,351,Italy,English
1614,7994,Thailand,English
1615,6997,DR Congo,English
1616,4582,Ukraine,English
1617,7658,South Africa,English
1618,4999,France,English
1619,8572,Pakistan,English
1620,9776,Pakistan,English
1621,9826,Iran,English
1622,7054,Bangladesh,English
1623,4767,Tanzania,English
1624,6510,India,English
1625,1453,Iran,English
1626,2883,India,English
1627,10252,Myanmar,English
1628,6950,Germany,English
1629,2785,South Korea,English
1630,7559,United Kingdom,English
1631,698,Philippines,English
1632,7175,Tanzania,English
1633,9461,Turkey,English
1634,9310,Philippines,English
1635,240,China,English
1636,8472,South Africa,English
1637,7829,Myanmar,English
1638,9080,United States,English
1639,3947,Bangladesh,English
1640,7774,United States,English
1641,5522,Vietnam,English
1642,8049,Spain,English
1643,4337,Argentina,English
1644,6561,Myanmar,English
1645,7445,Philippines,English
1646,735,Turkey,English
1647,3325,United Kingdom,English
1648,277,Italy,English
1649,7984,Philippines,English
1650,5924,Uganda,English
1651,9038,France,English
1652,3019,Indonesia,English
1653,8004,Ethiopia,English
1654,8817,Uganda,English
1655,3341,Thailand,English
1656,971,Colombia,English
1657,10076,Ethiopia,English
1658,9278,Brazil,English
1659,3860,United States,English
1660,7080,Argentina,English
1661,7754,Bangladesh,English
1662,5664,Brazil,English
1663,9064,China,English
1664,5802,Spain,English
1665,8695,Uganda,English
1666,9494,Ukraine,English
1667,2725,Tanzania,English
1668,224,Iran,English
1669,6715,Sudan,English
1670,2583,France,English
1671,8190,South Korea,English
1672,2126,Italy,English
1673,8085,Turkey,English
1674,8171,Germany,English
1675,2784,Myanmar,English
1676,604,Myanmar,English
1677,2351,Ethiopia,English
1678,9332,Kenya,English
1679,8821,Uganda,English
1680,6066,Nigeria,English
1681,3089,South Africa,English
1682,5854,Thailand,English
1683,10507,United Kingdom,English
1684,8886,Indonesia,English
1685,5323,Pakistan,English
1686,8960,United Kingdom,English
1687,8235,China,English
1688,7079,Brazil,English
1689,9296,Egypt,English
1690,8356,Turkey,English
1691,2081,Germany,English
1692,5648,Brazil,English
1693,4571,China,English
1694,576,Ukraine,English
1695,5006,Sudan,English
1696,7699,Japan,English
1697,4913,Spain,English
1698,6648,Russia,English
1699,654,Bangladesh,English
1700,9116,Colombia,English
1701,3218,Japan,English
1702,3673,Thailand,English
1703,9473,Sudan,English
1704,5991,Turkey,English
1705,2932,DR Congo,English
1706,1831,Myanmar,English
1707,4408,Algeria,English
1708,6743,Sudan,English
1709,9839,Vietnam,English
1710,3927,Argentina,English
1711,7339,Turkey,English
1712,4625,Nigeria,English
1713,4650,Brazil,English
1714,4565,Bangladesh,English
1715,1901,South Africa,English
1716,3634,Bangladesh,English
1717,2356,Kenya,English
1718,9555,Turkey,English
1719,2270,DR Congo,English
1720,7878,Turkey,English
1721,5208,Tanzania,English
1722,94,Myanmar,English
1723,10516,Indonesia,English
1724,4909,Kenya,English
1725,5696,Russia,English
1726,6833,Spain,English
1727,5476,Vietnam,English
1728,6478,Philippines,English
1729,8215,Indonesia,English
1730,2518,Nigeria,English
1731,9153,Spain,English
1732,7971,Uganda,English
1733,1042,India,English
1734,772,Sudan,English
1735,4220,Thailand,English
1736,9564,South Korea,English
1737,10456,Algeria,English
1738,6091,Ukraine,English
1739,5214,Nigeria,English
1740,6539,Algeria,English
1741,783,Algeria,English
1742,45,Brazil,English
1743,4286,United Kingdom,English
1744,1776,Brazil,English
1745,3240,Brazil,English
1746,779,China,English
1747,189,Bangladesh,English
1748,8838,Turkey,English
1749,4923,South Africa,English
1750,7160,China,English
1751,2122,South Korea,English
1752,10211,South Africa,English
1753,4401,Argentina,English
1754,6703,Pakistan,English
1755,5210,South Africa,English
1756,10116,Colombia,English
1757,705,DR Congo,English
1758,7061,DR Congo,English
1759,6315,DR Congo,English
1760,365,Bangladesh,English
1761,5876,Turkey,English
1762,9758,Tanzania,English
1763,1640,DR Congo,English
1764,4958,DR Congo,English
1765,10161,Bangladesh,English
1766,9577,Japan,English
1767,5440,Pakistan,English
1768,9347,Algeria,English
1769,8136,Spain,English
1770,6180,Pakistan,English
1771,9156,Vietnam,English
1772,6573,France,English
1773,3567,Pakistan,English
1774,1463,China,English
1775,394,Indonesia,English
1776,9798,Vietnam,English
1777,5417,United Kingdom,English
1778,1245,Iran,English
1779,5109,Tanzania,English
1780,906,Vietnam,English
1781,5098,India,English
1782,5965,Myanmar,English
1783,9589,Algeria,English
1784,4995,Iran,English
1785,8794,Mexico,English
1786,4871,United Kingdom,English
1787,10087,Vietnam,English
1788,7157,Mexico,English
1789,3961,Iran,English
1790,368,Argentina,English
1791,9950,Vietnam,English
1792,7102,Myanmar,English
1793,5125,Brazil,English
1794,5995,Algeria,English
1795,4855,Thailand,English
1796,5608,Iran,English
1797,4176,India,English
1798,433,Ukraine,English
1799,1301,Bangladesh,English
1800,1464,Brazil,English
1801,985,Uganda,English
1802,6891,Uganda,English
1803,10546,Argentina,English
1804,4966,Pakistan,English
1805,4170,Algeria,English
1806,858,Ethiopia,English
1807,5901,Vietnam,English
1808,6211,DR Congo,English
1809,7810,Japan,English
1810,9164,France,English
1811,413,Ethiopia,English
1812,5206,India,English
1813,2632,Myanmar,English
1814,1707,South Korea,English
1815,8343,Japan,English
1816,5084,South Korea,English
1817,507,Indonesia,English
1818,9660,Sudan,English
1819,9234,Spain,English
1820,9781,United Kingdom,English
1821,9818,DR Congo,English
1822,2746,Bangladesh,English
1823,3136,South Korea,English
1824,5416,Japan,English
1825,3100,Pakistan,English
1826,4462,Mexico,English
1827,1847,India,English
1828,1054,DR Congo,English
1829,2717,Kenya,English
1830,4164,Nigeria,English
1831,7408,Ukraine,English
1832,6216,South Africa,English
1833,5448,Brazil,English
1834,5466,Colombia,English
1835,3949,Colombia,English
1836,4657,Tanzania,English
1837,2811,Nigeria,English
1838,10266,Uganda,English
1839,6472,Vietnam,English
1840,3461,Tanzania,English
1841,3830,DR Congo,English
1842,14,Iran,English
1843,7517,Sudan,English
1844,7783,Germany,English
1845,9120,Colombia,English
1846,984,Germany,English
1847,9333,Algeria,English
1848,5396,Myanmar,English
1849,962,Argentina,English
1850,9679,Brazil,English
1851,5752,Spain,English
1852,6673,South Africa,English
1853,4526,Bangladesh,English
1854,9155,Iran,English
1855,7520,India,English
1856,3288,Vietnam,English
1857,9262,Indonesia,English
1858,8081,South Africa,English
1859,7869,South Africa,English
1860,4798,Nigeria,English
1861,9175,Kenya,English
1862,8307,China,English
1863,2154,Mexico,English
1864,8895,Iran,English
1865,4315,Germany,English
1866,9680,Ukraine,English
1867,6654,DR Congo,English
1868,6662,Ethiopia,English
1869,9132,United States,English
1870,10248,Germany,English
1871,3208,Nigeria,English
1872,7544,Argentina,English
1873,5619,Germany,English
1874,932,Myanmar,English
1875,465,Philippines,English
1876,1172,Bangladesh,English
1877,6183,China,English
1878,7615,Spain,English
1879,8948,Ukraine,English
1880,6464,Indonesia,English
1881,2868,South Africa,English
1882,198,China,English
1883,8816,Ukraine,English
1884,6341,India,English
1885,9320,France,English
1886,1134,France,English
1887,5944,Brazil,English
1888,7919,Indonesia,English
1889,7073,Argentina,English
1890,7494,Brazil,English
1891,8149,Nigeria,English
1892,5291,South Korea,English
1893,1164,Italy,English
1894,1937,Algeria,English
1895,4516,Spain,English
1896,9918,Spain,English
1897,6718,Italy,English
1898,83,United Kingdom,English
1899,7962,Thailand,English
1900,8470,India,English
1901,1849,Vietnam,English
1902,10400,Italy,English
1903,3644,Tanzania,English
1904,8684,Spain,English
1905,6420,Indonesia,English
1906,3827,Brazil,English
1907,10510,Turkey,English
1908,3741,Pakistan,English
1909,8917,Indonesia,English
1910,3217,Brazil,English
1911,2897,Thailand,English
1912,7503,DR Congo,English
1913,2221,India,English
1914,7736,Spain,English
1915,8067,Egypt,English
1916,1817,Japan,English
1917,6094,Russia,English
1918,10230,Philippines,English
1919,8041,India,English
1920,8810,Indonesia,English
1921,1490,Germany,English
1922,1168,India,English
1923,2205,India,English
1924,1153,Russia,English
1925,9384,Tanzania,English
1926,10054,Turkey,English
1927,1095,South Korea,English
1928,2401,Brazil,English
1929,8576,Uganda,English
1930,1279,Germany,English
1931,6196,Vietnam,English
1932,9799,Vietnam,English
1933,5542,Japan,English
1934,2825,United Kingdom,English
1935,7227,China,English
1936,2304,Algeria,English
1937,1231,Algeria,English
1938,3715,United Kingdom,English
1939,9682,France,English
1940,2835,Iran,English
1941,7525,Uganda,English
1942,7086,Ukraine,English
1943,7430,Philippines,English
1944,5467,Iran,English
1945,3933,South Korea,English
1946,10089,Argentina,English
1947,4144,Nigeria,English
1948,5464,South Korea,English
1949,9143,Colombia,English
1950,4038,Turkey,English
1951,4608,Spain,English
1952,9126,Iran,English
1953,3501,Thailand,English
1954,4544,Algeria,English
1955,7161,Mexico,English
1956,671,Japan,English
1957,5121,Ukraine,English
1958,60,Algeria,English
1959,7348,Pakistan,English
1960,5587,Pakistan,English
1961,10205,Sudan,English
1962,3500,Japan,English
1963,6993,Italy,English
1964,6489,Ethiopia,English
1965,1892,Mexico,English
1966,405,Kenya,English
1967,7252,Bangladesh,English
1968,6404,Japan,English
1969,2214,Sudan,English
1970,6490,Brazil,English
1971,5019,Colombia,English
1972,3576,Egypt,English
1973,3762,Turkey,English
1974,861,Turkey,English
1975,5282,Nigeria,English
1976,6934,Brazil,English
1977,43,India,English
1978,7432,Russia,English
1979,3871,Kenya,English
1980,7955,Myanmar,English
1981,5808,DR Congo,English
1982,7697,DR Congo,English
1983,2171,Sudan,English
1984,6044,Japan,English
1985,2795,South Africa,English
1986,3911,United States,English
1987,9937,United States,English
1988,6660,Thailand,English
1989,6618,Myanmar,English
1990,291,Iran,English
1991,5592,South Africa,English
1992,8676,Brazil,English
1993,10107,Philippines,English
1994,3309,Argentina,English
1995,1972,Brazil,English
1996,6101,Tanzania,English
1997,1756,Turkey,English
1998,4120,Philippines,English
1999,3951,Argentina,English
2000,343,Algeria,English
2001,5948,Bangladesh,English
2002,170,Pakistan,English
2003,685,Vietnam,English
2004,7674,Egypt,English
2005,1975,Thailand,English
2006,8776,Nigeria,English
2007,10476,Italy,English
2008,510,Egypt,English
2009,5188,Kenya,English
2010,7255,Spain,English
2011,9367,South Africa,English
2012,3017,China,English
2013,8663,Uganda,English
2014,5773,Bangladesh,English
2015,10143,Sudan,English
2016,276,DR Congo,English
2017,7908,Ukraine,English
2018,3880,Russia,English
2019,2625,Bangladesh,English
2020,3487,Italy,English
2021,3771,DR Congo,English
2022,7062,Spain,English
2023,628,DR Congo,English
2024,3429,Kenya,English
2025,5344,Ethiopia,English
2026,7024,Pakistan,English
2027,506,Iran,English
2028,9458,Turkey,English
2029,6192,Brazil,English
2030,5856,Thailand,English
2031,6790,France,English
2032,964,United Kingdom,English
2033,8691,Thailand,English
2034,4486,China,English
2035,3324,DR Congo,English
2036,3572,Vietnam,English
2037,9396,Colombia,English
2038,367,DR Congo,English
2039,9171,Uganda,English
2040,10524,Bangladesh,English
2041,8633,Ukraine,English
2042,154,Colombia,English
2043,4854,South Korea,English
2044,5364,China,English
2045,7861,Argentina,English
2046,2510,Thailand,English
2047,1936,Egypt,English
2048,887,United Kingdom,English
2049,2971,South Africa,English
2050,260,Uganda,English
2051,7454,Mexico,English
2052,3521,Philippines,English
2053,5097,Argentina,English
2054,10031,DR Congo,English
2055,6663,South Africa,English
2056,3954,Indonesia,English
2057,7233,Mexico,English
2058,9158,Colombia,English
2059,3760,Indonesia,English
2060,7898,Bangladesh,English
2061,9568,United Kingdom,English
2062,370,Iran,English
2063,102,Mexico,English
2064,4340,Algeria,English
2065,3786,Nigeria,English
2066,606,South Africa,English
2067,4471,Uganda,English
2068,1450,Brazil,English
2069,8230,United States,English
2070,2072,Thailand,English
2071,8331,Myanmar,English
2072,1672,Mexico,English
2073,6820,Spain,English
2074,643,Tanzania,English
2075,7738,Thailand,English
2076,1663,Japan,English
2077,3051,Algeria,English
2078,7694,South Africa,English
2079,2980,Bangladesh,English
2080,7596,Indonesia,English
2081,10079,Kenya,English
2082,8689,Uganda,English
2083,9590,Mexico,English
2084,6721,South Korea,English
2085,6295,Sudan,English
2086,4881,Philippines,English
2087,7461,Brazil,English
2088,4590,Turkey,English
2089,2405,Brazil,English
2090,5103,Myanmar,English
2091,3409,South Africa,English
2092,5335,Germany,English
2093,8449,Philippines,English
2094,4905,Ukraine,English
2095,6792,United Kingdom,English
2096,4118,Italy,English
2097,7389,South Africa,English
2098,529,Iran,English
2099,5,Germany,English
2100,7785,China,English
2101,160,Ukraine,English
2102,3440,Turkey,English
2103,947,Germany,English
2104,734,Russia,English
2105,2514,Indonesia,English
2106,7263,Bangladesh,English
2107,1577,Mexico,English
2108,5266,Philippines,English
2109,5909,United Kingdom,English
2110,1665,Germany,English
2111,5091,Uganda,English
2112,3210,Pakistan,English
2113,8025,Kenya,English
2114,7046,Philippines,English
2115,3570,Nigeria,English
2116,9737,Egypt,English
2117,6677,Indonesia,English
2118,7125,Vietnam,English
2119,5979,Italy,English
2120,8179,Bangladesh,English
2121,2913,Argentina,English
2122,9268,Ethiopia,English
2123,8494,France,English
2124,5870,Brazil,English
2125,3677,China,English
2126,9101,DR Congo,English
2127,1595,Philippines,English
2128,8097,Egypt,English
2129,9287,Thailand,English
2130,248,Pakistan,English
2131,9894,Colombia,English
2132,8977,Argentina,English
2133,1498,Iran,English
2134,9747,Colombia,English
2135,3900,Thailand,English
2136,807,Iran,English
2137,7601,Philippines,English
2138,8780,Brazil,English
2139,8420,Thailand,English
2140,2202,Colombia,English
2141,6566,Ukraine,English
2142,4876,United Kingdom,English
2143,8043,Ethiopia,English
2144,6111,France,English
2145,7620,Colombia,English
2146,2530,India,English
2147,5426,Italy,English
2148,1719,Iran,English
2149,1596,Ethiopia,English
2150,3563,India,English
2151,1078,Nigeria,English
2152,10275,Indonesia,English
2153,2695,Nigeria,English
2154,10013,United Kingdom,English
2155,7646,Italy,English
2156,10541,Germany,English
2157,2152,Kenya,English
2158,3029,Sudan,English
2159,6644,South Africa,English
2160,773,Ukraine,English
2161,5959,Spain,English
2162,9411,South Korea,English
2163,1870,Vietnam,English
2164,7411,Nigeria,English
2165,299,Brazil,English
2166,381,Ethiopia,English
2167,2701,Argentina,English
2168,3995,Egypt,English
2169,178,Indonesia,English
2170,5917,Tanzania,English
2171,1201,Tanzania,English
2172,8206,Sudan,English
2173,6380,Argentina,English
2174,4439,Iran,English
2175,6428,Thailand,English
2176,10499,Mexico,English
2177,7541,Myanmar,English
2178,10251,Spain,English
2179,7165,Turkey,English
2180,9279,Mexico,English
2181,4898,Philippines,English
2182,7593,Germany,English
2183,10170,United States,English
2184,9,Turkey,English
2185,5839,India,English
2186,3690,China,English
2187,1075,China,English
2188,5788,Turkey,English
2189,2179,Nigeria,English
2190,7812,Vietnam,English
2191,6977,France,English
2192,4478,Ukraine,English
2193,4179,Colombia,English
2194,9162,Brazil,English
2195,3801,Egypt,English
2196,6406,Italy,English
2197,6,Iran,English
2198,4362,Turkey,English
2199,1193,Germany,English
2200,6238,France,English
2201,4363,Mexico,English
2202,5984,Tanzania,English
2203,7698,Kenya,English
2204,3776,Turkey,English
2205,1385,South Africa,English
2206,581,Thailand,English
2207,694,Colombia,English
2208,7942,Iran,English
2209,8538,Egypt,English
2210,7416,Bangladesh,English
2211,2473,Thailand,English
2212,1130,Myanmar,English
2213,5706,Argentina,English
2214,8638,China,English
2215,6265,United States,English
2216,9976,Japan,English
2217,6762,United States,English
2218,5541,United Kingdom,English
2219,3257,Kenya,English
2220,7193,Thailand,English
2221,9595,Myanmar,English
2222,4221,Turkey,English
2223,8078,DR Congo,English
2224,2283,Myanmar,English
2225,6476,France,English
2226,3958,United States,English
2227,2928,Myanmar,English
2228,2353,Thailand,English
2229,689,Japan,English
2230,1833,Myanmar,English
2231,8194,Indonesia,English
2232,2617,Ethiopia,English
2233,2601,Japan,English
2234,9449,Argentina,English
2235,8717,Nigeria,English
2236,4579,Turkey,English
2237,9501,Philippines,English
2238,6007,Nigeria,English
2239,8132,China,English
2240,7207,Pakistan,English
2241,7121,Thailand,English
2242,3258,Philippines,English
2243,5912,China,English
2244,6714,United States,English
2245,777,Russia,English
2246,7839,Germany,English
2247,7720,Colombia,English
2248,6050,United States,English
2249,1966,Ukraine,English
2250,4255,India,English
2251,8009,United States,English
2252,9819,Kenya,English
2253,6206,Egypt,English
2254,293,Sudan,English
2255,8804,Argentina,English
2256,4287,Ukraine,English
2257,9475,Egypt,English
2258,1955,DR Congo,English
2259,6014,United States,English
2260,239,China,English
2261,2623,Philippines,English
2262,3164,France,English
2263,10105,China,English
2264,3330,DR Congo,English
