id_compartir,compartir_tiempo,fecha_compartir,hora_compartir
2706,651,2022-10-03,03:00:00
2711,160,2022-10-11,13:00:00
2714,657,2022-10-31,21:00:00
2715,898,2022-10-20,12:00:00
2717,88,2022-10-07,04:00:00
2718,496,2022-10-08,21:00:00
2720,773,2022-10-26,15:00:00
2721,389,2022-10-06,12:00:00
2722,210,2022-10-09,03:00:00
2723,870,2022-11-13,00:00:00
2724,854,2022-10-12,01:00:00
2725,380,2022-10-12,22:00:00
2726,165,2022-09-25,15:00:00
2729,166,2022-10-07,11:00:00
2730,844,2022-10-18,23:00:00
2732,944,2022-11-16,07:00:00
2733,466,2022-10-19,02:00:00
2734,655,2022-10-22,14:00:00
2735,897,2022-11-06,15:00:00
2737,469,2022-10-26,04:00:00
2738,242,2022-10-16,13:00:00
2739,787,2022-10-09,18:00:00
2741,843,2022-11-02,16:00:00
2743,216,2022-10-12,18:00:00
2744,161,2022-09-13,02:00:00
2745,65,2022-10-12,19:00:00
2746,628,2022-11-01,15:00:00
2747,241,2022-10-07,02:00:00
2749,171,2022-09-21,13:00:00
2752,490,2022-10-23,07:00:00
2753,390,2022-09-20,16:00:00
2756,204,2022-09-22,10:00:00
2758,56,2022-09-15,04:00:00
2759,925,2022-10-17,02:00:00
2760,350,2022-10-08,02:00:00
2761,378,2022-10-03,04:00:00
2766,127,2022-09-30,09:00:00
2767,663,2022-09-29,00:00:00
2768,739,2022-10-03,23:00:00
2770,106,2022-09-12,23:00:00
2771,762,2022-10-04,15:00:00
2773,713,2022-10-02,17:00:00
2774,88,2022-09-13,09:00:00
2775,609,2022-10-06,14:00:00
2776,788,2022-10-28,02:00:00
2777,889,2022-11-16,11:00:00
2779,847,2022-10-26,22:00:00
2780,39,2022-10-10,03:00:00
2782,387,2022-09-29,20:00:00
2784,358,2022-10-23,13:00:00
2785,38,2022-09-13,07:00:00
2786,149,2022-10-05,00:00:00
2787,903,2022-10-20,12:00:00
2791,391,2022-09-19,16:00:00
2793,957,2022-10-19,09:00:00
2794,401,2022-10-20,22:00:00
2795,568,2022-10-28,22:00:00
2796,853,2022-10-21,20:00:00
2797,4,2022-09-28,21:00:00
2799,109,2022-09-29,01:00:00
2801,17,2022-09-13,10:00:00
2802,762,2022-10-15,22:00:00
2804,789,2022-11-01,02:00:00
2806,586,2022-10-20,20:00:00
2808,39,2022-09-18,08:00:00
2811,917,2022-10-28,05:00:00
2812,173,2022-09-15,16:00:00
2815,406,2022-10-28,04:00:00
2816,170,2022-09-27,00:00:00
2819,567,2022-10-31,03:00:00
2822,840,2022-10-21,21:00:00
2824,859,2022-11-01,12:00:00
2825,730,2022-10-25,13:00:00
2826,468,2022-09-28,14:00:00
2827,16,2022-10-08,01:00:00
2830,593,2022-10-02,07:00:00
2831,871,2022-10-07,15:00:00
2832,387,2022-10-18,18:00:00
2833,583,2022-10-16,01:00:00
2834,195,2022-09-30,22:00:00
2835,119,2022-09-27,20:00:00
2836,9,2022-09-19,20:00:00
2837,794,2022-10-17,14:00:00
2840,821,2022-10-08,21:00:00
2841,254,2022-10-21,09:00:00
2843,684,2022-10-01,14:00:00
2844,378,2022-09-30,02:00:00
2845,890,2022-10-29,10:00:00
2847,502,2022-10-11,05:00:00
2850,657,2022-10-11,05:00:00
2851,212,2022-09-23,04:00:00
2853,502,2022-09-26,09:00:00
2854,646,2022-10-22,15:00:00
2858,539,2022-10-02,23:00:00
2861,853,2022-11-03,11:00:00
2862,793,2022-11-08,07:00:00
2863,178,2022-09-16,04:00:00
2865,229,2022-09-22,19:00:00
2868,883,2022-11-05,05:00:00
2869,825,2022-11-13,00:00:00
2870,679,2022-11-01,02:00:00
2872,15,2022-09-12,10:00:00
2874,558,2022-10-25,19:00:00
2875,582,2022-10-15,01:00:00
2877,367,2022-10-01,04:00:00
2879,761,2022-10-20,19:00:00
2880,824,2022-10-21,20:00:00
2881,716,2022-10-15,04:00:00
2882,344,2022-10-03,11:00:00
2883,731,2022-10-06,22:00:00
2885,838,2022-10-19,09:00:00
2886,87,2022-10-13,08:00:00
2887,145,2022-10-07,00:00:00
2889,821,2022-10-27,05:00:00
2893,664,2022-10-11,18:00:00
2895,526,2022-10-03,09:00:00
2896,753,2022-10-24,04:00:00
2897,489,2022-10-19,15:00:00
2900,262,2022-10-14,02:00:00
2901,435,2022-09-26,19:00:00
2903,210,2022-09-21,22:00:00
2904,374,2022-10-03,03:00:00
2905,261,2022-10-01,09:00:00
2906,808,2022-11-10,01:00:00
2909,151,2022-10-14,07:00:00
2911,885,2022-10-10,20:00:00
2912,603,2022-10-06,23:00:00
2913,873,2022-10-28,20:00:00
2915,747,2022-11-07,13:00:00
2916,805,2022-10-30,00:00:00
2919,791,2022-10-29,23:00:00
2920,163,2022-10-15,19:00:00
2921,497,2022-09-22,17:00:00
2923,123,2022-10-13,09:00:00
2925,497,2022-10-11,15:00:00
2927,457,2022-10-29,16:00:00
2928,597,2022-10-21,10:00:00
2929,744,2022-10-27,02:00:00
2932,662,2022-11-03,02:00:00
2933,357,2022-10-02,07:00:00
2935,405,2022-09-19,12:00:00
2936,109,2022-09-15,18:00:00
2938,59,2022-10-08,04:00:00
2940,829,2022-10-16,20:00:00
2942,706,2022-10-18,20:00:00
2943,162,2022-10-16,05:00:00
2944,683,2022-10-11,16:00:00
2946,782,2022-11-04,07:00:00
2948,615,2022-10-31,18:00:00
2949,207,2022-09-19,20:00:00
2951,161,2022-10-16,23:00:00
2953,706,2022-11-08,03:00:00
2954,484,2022-09-30,12:00:00
2957,175,2022-10-16,23:00:00
2958,958,2022-11-19,14:00:00
2959,243,2022-10-01,00:00:00
2962,298,2022-10-18,08:00:00
2963,758,2022-10-29,02:00:00
2966,430,2022-10-07,08:00:00
2967,574,2022-10-30,04:00:00
2968,918,2022-11-07,23:00:00
2970,585,2022-10-20,02:00:00
2971,86,2022-10-03,10:00:00
2972,813,2022-10-22,09:00:00
2974,688,2022-10-22,14:00:00
2976,688,2022-10-04,13:00:00
2979,897,2022-11-07,22:00:00
2980,267,2022-09-18,01:00:00
2981,116,2022-09-30,05:00:00
2982,939,2022-10-25,02:00:00
2983,408,2022-10-17,19:00:00
2984,510,2022-09-25,20:00:00
2985,90,2022-09-11,08:00:00
2986,645,2022-10-18,14:00:00
2987,669,2022-11-02,04:00:00
2989,530,2022-09-24,14:00:00
2990,235,2022-09-23,10:00:00
2993,657,2022-10-27,02:00:00
2994,719,2022-10-14,17:00:00
2995,549,2022-10-19,17:00:00
2996,824,2022-11-14,04:00:00
2997,170,2022-10-02,08:00:00
2998,195,2022-09-17,19:00:00
3002,414,2022-09-25,12:00:00
3003,133,2022-09-16,19:00:00
3004,610,2022-10-21,07:00:00
3005,156,2022-09-28,08:00:00
3007,609,2022-10-21,19:00:00
3008,724,2022-10-06,19:00:00
3009,818,2022-10-19,03:00:00
3011,249,2022-09-24,10:00:00
3013,730,2022-11-03,00:00:00
3014,678,2022-10-18,15:00:00
3016,333,2022-09-18,03:00:00
3017,208,2022-09-12,10:00:00
3019,924,2022-10-10,21:00:00
3020,581,2022-10-25,14:00:00
3022,409,2022-10-02,00:00:00
3025,753,2022-10-04,10:00:00
3027,846,2022-10-23,17:00:00
3028,594,2022-10-29,15:00:00
3029,103,2022-10-01,04:00:00
3030,398,2022-10-19,20:00:00
3032,461,2022-10-18,07:00:00
3033,930,2022-11-16,22:00:00
3036,309,2022-10-21,09:00:00
3037,325,2022-10-08,13:00:00
3041,922,2022-11-12,23:00:00
3042,228,2022-09-23,20:00:00
3046,827,2022-10-12,20:00:00
3047,286,2022-09-17,19:00:00
3048,545,2022-09-24,20:00:00
3049,130,2022-09-28,09:00:00
3050,93,2022-09-19,04:00:00
3051,72,2022-09-29,13:00:00
3052,174,2022-10-04,21:00:00
3053,867,2022-10-23,07:00:00
3055,308,2022-10-22,04:00:00
3056,419,2022-10-18,19:00:00
3058,370,2022-10-16,11:00:00
3059,806,2022-10-07,03:00:00
3061,269,2022-09-27,10:00:00
3063,812,2022-10-09,13:00:00
3066,685,2022-10-28,04:00:00
3067,373,2022-09-23,18:00:00
3068,11,2022-09-14,00:00:00
3072,620,2022-10-30,03:00:00
3073,535,2022-10-24,01:00:00
3075,409,2022-09-19,17:00:00
3077,832,2022-11-08,04:00:00
3078,576,2022-10-26,04:00:00
3080,906,2022-11-16,05:00:00
3081,579,2022-10-29,19:00:00
3085,347,2022-10-24,03:00:00
3089,244,2022-10-12,14:00:00
3092,139,2022-10-11,23:00:00
3093,686,2022-10-14,12:00:00
3094,733,2022-11-07,19:00:00
3100,382,2022-10-06,07:00:00
3102,295,2022-10-02,10:00:00
3103,277,2022-09-30,16:00:00
3105,500,2022-10-30,05:00:00
3106,733,2022-10-25,13:00:00
3107,743,2022-10-19,23:00:00
3109,449,2022-09-30,16:00:00
3110,307,2022-09-30,15:00:00
3112,729,2022-10-17,07:00:00
3114,711,2022-10-30,05:00:00
3115,643,2022-10-25,18:00:00
3116,871,2022-10-08,07:00:00
3117,615,2022-11-05,16:00:00
3121,767,2022-10-12,12:00:00
3122,290,2022-10-09,04:00:00
3124,783,2022-10-24,11:00:00
3127,674,2022-10-01,15:00:00
3128,98,2022-10-08,10:00:00
3129,738,2022-10-09,13:00:00
3131,872,2022-10-14,02:00:00
3132,285,2022-10-08,16:00:00
3134,787,2022-10-17,07:00:00
3135,513,2022-10-06,01:00:00
3136,205,2022-10-09,22:00:00
3137,889,2022-10-31,04:00:00
3138,579,2022-10-26,15:00:00
3140,732,2022-10-19,03:00:00
3141,724,2022-10-05,18:00:00
3143,271,2022-10-17,12:00:00
3144,802,2022-10-07,05:00:00
3146,165,2022-10-12,09:00:00
3147,79,2022-09-07,10:00:00
3149,586,2022-11-01,10:00:00
3150,431,2022-10-09,19:00:00
3151,88,2022-10-04,22:00:00
3152,493,2022-10-03,04:00:00
3153,550,2022-09-30,19:00:00
3154,313,2022-10-18,23:00:00
3156,454,2022-10-01,23:00:00
3157,140,2022-09-29,00:00:00
3159,478,2022-10-04,01:00:00
3161,759,2022-11-05,06:00:00
3163,523,2022-10-13,03:00:00
3164,293,2022-09-19,00:00:00
3166,959,2022-10-15,10:00:00
3168,108,2022-10-04,04:00:00
3169,41,2022-09-23,13:00:00
3172,141,2022-10-14,12:00:00
3173,367,2022-09-28,16:00:00
3175,229,2022-10-14,07:00:00
3176,598,2022-10-15,13:00:00
3177,89,2022-09-11,14:00:00
3179,637,2022-10-17,18:00:00
3180,938,2022-10-21,03:00:00
3183,912,2022-11-11,20:00:00
3184,145,2022-09-18,16:00:00
3185,292,2022-10-06,02:00:00
3187,194,2022-09-25,07:00:00
3188,772,2022-10-09,18:00:00
3189,735,2022-10-10,00:00:00
3190,608,2022-10-04,04:00:00
3191,541,2022-10-28,11:00:00
3193,178,2022-10-14,23:00:00
3194,11,2022-10-05,02:00:00
3197,200,2022-09-29,15:00:00
3199,778,2022-10-16,14:00:00
3200,582,2022-10-20,02:00:00
3202,61,2022-10-03,02:00:00
3203,369,2022-10-04,15:00:00
3207,507,2022-10-17,12:00:00
3208,627,2022-10-13,17:00:00
3209,933,2022-11-07,03:00:00
3210,49,2022-09-08,16:00:00
3211,173,2022-09-29,02:00:00
3214,61,2022-09-17,05:00:00
3215,643,2022-10-20,07:00:00
3216,97,2022-09-11,04:00:00
3217,40,2022-09-26,08:00:00
3218,371,2022-09-28,05:00:00
3219,427,2022-10-09,22:00:00
3220,697,2022-10-02,19:00:00
3223,399,2022-10-15,23:00:00
3224,672,2022-10-08,07:00:00
3226,845,2022-10-13,13:00:00
3227,678,2022-10-05,16:00:00
3232,310,2022-10-11,07:00:00
3233,537,2022-09-30,02:00:00
3235,929,2022-10-28,02:00:00
3238,262,2022-09-19,07:00:00
3240,89,2022-10-10,20:00:00
3241,868,2022-10-31,07:00:00
3243,351,2022-09-29,18:00:00
3244,409,2022-09-28,18:00:00
3245,951,2022-11-18,01:00:00
3246,671,2022-10-25,14:00:00
3247,536,2022-10-12,18:00:00
3250,483,2022-10-02,14:00:00
3253,120,2022-10-16,00:00:00
3254,482,2022-09-27,02:00:00
3255,542,2022-10-05,08:00:00
3256,316,2022-10-11,06:00:00
3257,45,2022-10-09,16:00:00
3258,960,2022-10-30,22:00:00
3259,772,2022-10-10,15:00:00
3260,521,2022-10-25,20:00:00
3261,513,2022-09-26,07:00:00
3262,456,2022-10-22,17:00:00
3265,904,2022-10-23,19:00:00
3266,541,2022-10-06,13:00:00
3267,623,2022-10-21,01:00:00
3268,412,2022-10-19,11:00:00
3269,742,2022-10-14,00:00:00
3270,332,2022-10-03,00:00:00
3273,771,2022-11-12,05:00:00
3278,367,2022-10-04,17:00:00
3281,476,2022-10-05,04:00:00
3282,222,2022-09-23,00:00:00
3283,21,2022-09-28,10:00:00
3284,455,2022-10-14,15:00:00
3285,11,2022-09-02,11:00:00
3286,758,2022-11-10,02:00:00
3288,869,2022-11-04,09:00:00
3289,182,2022-09-14,01:00:00
3290,271,2022-10-03,13:00:00
3292,416,2022-09-26,17:00:00
3293,33,2022-10-02,19:00:00
3294,229,2022-10-17,16:00:00
3296,425,2022-10-22,10:00:00
3297,579,2022-09-28,09:00:00
3298,266,2022-10-04,17:00:00
3300,603,2022-10-14,14:00:00
3302,899,2022-10-13,00:00:00
3303,453,2022-10-02,17:00:00
3304,797,2022-11-08,09:00:00
3307,328,2022-09-23,19:00:00
3309,796,2022-10-30,19:00:00
3313,635,2022-10-30,07:00:00
3315,751,2022-10-26,00:00:00
3316,340,2022-10-14,02:00:00
3317,510,2022-10-19,10:00:00
3319,813,2022-10-11,13:00:00
3320,783,2022-10-29,13:00:00
3321,230,2022-09-24,01:00:00
3322,487,2022-10-23,14:00:00
3323,802,2022-10-09,22:00:00
3324,249,2022-10-19,01:00:00
3325,926,2022-10-18,08:00:00
3326,197,2022-09-15,04:00:00
3327,742,2022-10-17,03:00:00
3330,401,2022-09-25,18:00:00
3332,944,2022-10-24,10:00:00
3333,335,2022-10-01,06:00:00
3334,799,2022-10-14,10:00:00
3335,487,2022-09-28,00:00:00
3337,308,2022-10-16,10:00:00
3339,934,2022-11-18,17:00:00
3341,170,2022-10-11,00:00:00
3342,34,2022-09-26,09:00:00
3343,882,2022-11-01,20:00:00
3344,662,2022-10-13,22:00:00
3346,92,2022-09-24,18:00:00
3347,171,2022-10-16,12:00:00
3350,932,2022-10-30,03:00:00
3352,765,2022-10-03,21:00:00
3353,951,2022-11-16,15:00:00
3354,713,2022-10-28,10:00:00
3356,127,2022-10-16,10:00:00
3358,367,2022-10-05,05:00:00
3359,114,2022-09-22,19:00:00
3361,306,2022-10-08,09:00:00
3362,417,2022-09-20,06:00:00
3363,241,2022-10-02,18:00:00
3364,577,2022-11-01,14:00:00
3371,338,2022-10-06,03:00:00
3372,753,2022-10-30,10:00:00
3373,906,2022-10-29,06:00:00
3375,733,2022-10-04,17:00:00
3377,505,2022-10-20,11:00:00
3379,247,2022-09-24,02:00:00
3380,758,2022-11-07,05:00:00
3382,324,2022-10-16,08:00:00
3383,510,2022-09-29,23:00:00
3384,568,2022-11-02,05:00:00
3385,275,2022-10-07,07:00:00
3386,429,2022-10-28,01:00:00
3387,761,2022-10-18,15:00:00
3388,632,2022-10-24,20:00:00
3389,850,2022-10-27,17:00:00
3390,161,2022-10-15,23:00:00
3392,531,2022-10-18,19:00:00
3394,633,2022-10-23,06:00:00
3395,212,2022-09-17,10:00:00
3396,131,2022-09-23,03:00:00
3398,5,2022-09-19,20:00:00
3404,726,2022-10-23,05:00:00
3405,505,2022-10-06,05:00:00
3407,8,2022-09-11,01:00:00
3409,100,2022-09-05,22:00:00
3410,238,2022-10-07,16:00:00
3412,610,2022-10-24,21:00:00
3414,298,2022-10-20,04:00:00
3415,553,2022-09-25,08:00:00
3416,630,2022-10-10,10:00:00
3418,15,2022-09-19,23:00:00
3421,397,2022-09-21,11:00:00
3424,243,2022-10-10,17:00:00
3427,137,2022-10-08,08:00:00
3428,341,2022-09-19,00:00:00
3429,111,2022-09-16,22:00:00
3430,29,2022-09-09,12:00:00
3431,227,2022-10-07,05:00:00
3432,137,2022-10-11,12:00:00
3433,173,2022-10-04,23:00:00
3435,732,2022-10-05,02:00:00
3438,537,2022-10-21,02:00:00
3439,258,2022-10-12,20:00:00
3440,324,2022-10-03,03:00:00
3444,781,2022-11-10,12:00:00
3446,746,2022-10-16,18:00:00
3448,365,2022-09-25,08:00:00
3449,545,2022-10-13,23:00:00
3451,669,2022-10-01,19:00:00
3454,903,2022-11-03,05:00:00
3456,597,2022-09-28,03:00:00
3457,257,2022-10-20,17:00:00
3458,495,2022-10-17,15:00:00
3459,53,2022-10-04,03:00:00
3461,291,2022-09-20,14:00:00
3463,711,2022-11-02,01:00:00
3464,537,2022-10-05,16:00:00
3466,544,2022-10-28,09:00:00
3473,449,2022-10-22,06:00:00
3474,155,2022-09-30,23:00:00
3477,814,2022-10-25,17:00:00
3478,104,2022-09-13,19:00:00
3479,115,2022-10-14,09:00:00
3483,62,2022-09-27,13:00:00
3486,484,2022-09-26,15:00:00
3487,80,2022-09-04,19:00:00
3488,102,2022-10-15,12:00:00
3489,887,2022-11-08,04:00:00
3490,46,2022-09-18,03:00:00
3491,945,2022-10-21,16:00:00
3492,360,2022-10-09,23:00:00
3494,125,2022-09-11,15:00:00
3495,521,2022-10-09,02:00:00
3496,685,2022-10-31,15:00:00
3500,432,2022-10-04,05:00:00
3501,505,2022-10-06,03:00:00
3502,456,2022-09-30,06:00:00
3503,21,2022-10-04,15:00:00
3504,179,2022-09-26,10:00:00
3505,418,2022-10-06,04:00:00
3506,230,2022-10-20,13:00:00
3507,371,2022-09-29,09:00:00
3508,385,2022-10-09,00:00:00
3509,814,2022-10-20,07:00:00
3510,107,2022-09-18,02:00:00
3511,564,2022-11-02,20:00:00
3512,752,2022-10-10,01:00:00
3514,336,2022-10-07,03:00:00
3515,327,2022-10-13,00:00:00
3516,56,2022-09-21,03:00:00
3517,776,2022-10-05,06:00:00
3520,349,2022-09-26,05:00:00
3521,759,2022-10-07,01:00:00
3522,203,2022-09-29,13:00:00
3523,775,2022-10-22,10:00:00
3524,758,2022-10-07,07:00:00
3527,78,2022-09-12,03:00:00
3528,538,2022-10-15,05:00:00
3529,88,2022-09-05,20:00:00
3531,622,2022-10-24,19:00:00
3535,278,2022-09-23,03:00:00
3537,467,2022-10-29,23:00:00
3538,842,2022-10-17,22:00:00
3541,315,2022-09-21,23:00:00
3542,442,2022-10-03,06:00:00
3543,440,2022-10-05,06:00:00
3548,580,2022-10-06,16:00:00
3551,578,2022-10-14,04:00:00
3553,514,2022-10-25,21:00:00
3559,185,2022-09-26,22:00:00
3562,819,2022-11-11,13:00:00
3563,208,2022-10-06,19:00:00
3564,715,2022-10-02,02:00:00
3566,613,2022-09-27,01:00:00
3567,317,2022-09-25,01:00:00
3568,566,2022-10-01,00:00:00
3570,139,2022-10-11,03:00:00
3571,154,2022-09-16,10:00:00
3572,805,2022-10-07,20:00:00
3574,910,2022-10-20,04:00:00
3575,453,2022-09-24,22:00:00
3576,323,2022-09-23,09:00:00
3580,527,2022-10-11,08:00:00
3583,421,2022-10-20,17:00:00
3585,682,2022-10-18,13:00:00
3587,624,2022-10-18,16:00:00
3588,272,2022-09-24,23:00:00
3590,435,2022-09-22,10:00:00
3592,126,2022-09-27,11:00:00
3596,716,2022-10-06,21:00:00
3598,605,2022-09-26,23:00:00
3601,565,2022-10-01,14:00:00
3602,351,2022-10-12,00:00:00
3603,324,2022-10-12,08:00:00
3604,900,2022-11-04,11:00:00
3605,485,2022-10-28,13:00:00
3606,162,2022-09-18,21:00:00
3608,398,2022-10-21,01:00:00
3609,840,2022-10-28,14:00:00
3613,609,2022-10-24,03:00:00
3617,253,2022-10-13,06:00:00
3618,216,2022-10-09,07:00:00
3619,451,2022-10-29,16:00:00
3620,589,2022-10-12,08:00:00
3621,591,2022-10-28,11:00:00
3622,265,2022-10-09,01:00:00
3624,493,2022-10-25,00:00:00
3626,91,2022-09-30,12:00:00
3627,902,2022-10-12,03:00:00
3628,878,2022-10-28,14:00:00
3634,157,2022-10-06,05:00:00
3635,496,2022-10-27,13:00:00
3637,100,2022-10-13,17:00:00
3638,477,2022-10-30,20:00:00
3639,81,2022-09-05,21:00:00
3641,740,2022-11-03,16:00:00
3642,143,2022-09-26,06:00:00
3644,664,2022-10-10,05:00:00
3645,349,2022-10-14,17:00:00
3646,580,2022-10-14,11:00:00
3647,537,2022-10-18,16:00:00
3648,935,2022-11-01,19:00:00
3649,564,2022-09-26,01:00:00
3652,182,2022-09-18,06:00:00
3654,582,2022-09-27,08:00:00
3655,454,2022-09-21,05:00:00
3658,333,2022-10-21,04:00:00
3659,61,2022-09-15,01:00:00
3663,348,2022-09-25,11:00:00
3664,258,2022-10-08,23:00:00
3666,382,2022-10-12,23:00:00
3668,605,2022-10-03,16:00:00
3670,426,2022-09-22,04:00:00
3671,679,2022-10-26,03:00:00
3672,224,2022-09-11,17:00:00
3673,447,2022-09-29,01:00:00
3674,295,2022-09-16,04:00:00
3677,50,2022-09-04,22:00:00
3679,122,2022-09-16,13:00:00
3680,652,2022-10-19,19:00:00
3681,900,2022-11-03,03:00:00
3682,797,2022-10-12,09:00:00
3685,396,2022-10-15,05:00:00
3686,198,2022-10-16,03:00:00
3689,522,2022-10-08,06:00:00
3690,48,2022-09-14,08:00:00
3691,553,2022-09-27,06:00:00
3692,458,2022-09-26,23:00:00
3693,636,2022-10-09,10:00:00
3696,697,2022-10-09,04:00:00
3699,726,2022-10-28,06:00:00
3700,775,2022-11-04,11:00:00
3701,343,2022-09-19,18:00:00
3704,155,2022-09-22,18:00:00
3706,576,2022-10-17,21:00:00
3711,32,2022-09-09,19:00:00
3714,13,2022-09-15,10:00:00
3715,314,2022-09-20,15:00:00
3716,623,2022-10-21,19:00:00
3717,71,2022-09-10,13:00:00
3719,208,2022-09-14,02:00:00
3722,928,2022-11-11,20:00:00
3724,840,2022-10-28,20:00:00
3725,520,2022-10-30,02:00:00
3726,722,2022-11-04,06:00:00
3727,626,2022-10-31,19:00:00
3728,526,2022-10-25,20:00:00
3732,291,2022-10-14,14:00:00
3733,687,2022-10-21,07:00:00
3734,874,2022-11-13,23:00:00
3735,131,2022-09-17,09:00:00
3736,72,2022-10-10,01:00:00
3738,855,2022-10-28,22:00:00
3741,539,2022-10-12,16:00:00
3743,758,2022-10-23,13:00:00
3747,620,2022-10-15,14:00:00
3750,894,2022-10-24,04:00:00
3752,113,2022-09-19,02:00:00
3753,494,2022-10-04,21:00:00
3754,529,2022-10-29,02:00:00
3756,525,2022-10-19,06:00:00
3759,481,2022-10-29,02:00:00
3760,512,2022-10-03,23:00:00
3761,214,2022-09-17,11:00:00
3762,296,2022-10-20,02:00:00
3764,733,2022-10-16,06:00:00
3765,100,2022-09-17,01:00:00
3766,823,2022-10-25,18:00:00
3767,165,2022-09-27,20:00:00
3769,511,2022-10-12,08:00:00
3771,690,2022-10-04,14:00:00
3774,753,2022-10-13,20:00:00
3775,465,2022-09-21,01:00:00
3776,364,2022-09-21,07:00:00
3777,496,2022-10-27,06:00:00
3778,870,2022-10-30,18:00:00
3781,916,2022-11-01,07:00:00
3782,483,2022-10-13,01:00:00
3783,901,2022-10-15,03:00:00
3786,336,2022-09-29,18:00:00
3787,2,2022-10-09,02:00:00
3788,393,2022-09-17,20:00:00
3791,219,2022-10-03,22:00:00
3792,113,2022-10-09,20:00:00
3793,585,2022-10-04,01:00:00
3795,541,2022-09-25,03:00:00
3796,613,2022-10-16,19:00:00
3797,533,2022-09-25,13:00:00
3800,210,2022-09-27,22:00:00
3801,515,2022-09-26,11:00:00
3802,292,2022-09-25,07:00:00
3804,296,2022-09-24,16:00:00
3809,86,2022-09-12,02:00:00
3810,704,2022-10-31,19:00:00
3812,944,2022-11-15,15:00:00
3815,404,2022-10-03,00:00:00
3816,929,2022-11-10,10:00:00
3819,897,2022-10-27,00:00:00
3820,431,2022-10-28,07:00:00
3821,704,2022-10-10,23:00:00
3822,521,2022-10-26,06:00:00
3823,708,2022-10-22,10:00:00
3824,667,2022-09-29,20:00:00
3825,148,2022-10-10,02:00:00
3826,836,2022-11-09,00:00:00
3827,923,2022-10-13,20:00:00
3828,42,2022-09-28,13:00:00
3829,634,2022-11-04,13:00:00
3830,529,2022-10-12,02:00:00
3832,719,2022-10-22,04:00:00
3833,447,2022-10-20,03:00:00
3834,97,2022-09-27,22:00:00
3837,438,2022-10-25,17:00:00
3838,34,2022-09-04,17:00:00
3839,611,2022-10-03,11:00:00
3840,372,2022-10-14,03:00:00
3842,479,2022-09-28,10:00:00
3847,551,2022-10-17,23:00:00
3848,153,2022-09-10,11:00:00
3849,64,2022-10-01,15:00:00
3850,898,2022-10-18,11:00:00
3851,393,2022-09-17,23:00:00
3852,697,2022-10-13,07:00:00
3853,280,2022-09-29,23:00:00
3854,483,2022-10-03,10:00:00
3855,457,2022-10-26,15:00:00
3856,79,2022-09-22,13:00:00
3857,719,2022-10-24,15:00:00
3859,646,2022-09-30,12:00:00
3860,584,2022-10-13,06:00:00
3861,888,2022-10-30,12:00:00
3863,481,2022-10-04,22:00:00
3866,597,2022-10-10,08:00:00
3869,956,2022-10-20,02:00:00
3870,250,2022-09-14,14:00:00
3871,742,2022-10-15,07:00:00
3872,445,2022-10-02,15:00:00
3874,296,2022-09-28,04:00:00
3875,156,2022-09-14,22:00:00
3876,958,2022-11-15,12:00:00
3880,271,2022-09-21,09:00:00
3884,866,2022-11-08,19:00:00
3885,52,2022-09-15,08:00:00
3887,630,2022-10-30,23:00:00
3888,458,2022-10-16,04:00:00
3890,397,2022-09-26,04:00:00
3891,34,2022-09-11,15:00:00
3893,444,2022-10-05,06:00:00
3894,830,2022-11-09,23:00:00
3897,80,2022-09-29,14:00:00
3898,61,2022-09-13,16:00:00
3900,34,2022-09-03,15:00:00
3901,938,2022-11-04,11:00:00
3903,256,2022-09-20,16:00:00
3904,420,2022-09-30,22:00:00
3907,214,2022-10-20,01:00:00
3909,924,2022-10-26,23:00:00
3911,698,2022-10-09,09:00:00
3915,120,2022-10-06,00:00:00
3917,597,2022-10-07,16:00:00
3918,849,2022-11-09,08:00:00
3920,936,2022-11-04,00:00:00
3922,661,2022-09-29,22:00:00
3926,98,2022-10-13,09:00:00
3927,817,2022-10-16,23:00:00
3928,336,2022-10-13,04:00:00
3929,878,2022-11-14,16:00:00
3930,572,2022-09-30,08:00:00
3931,508,2022-09-29,21:00:00
3932,862,2022-11-06,08:00:00
3933,424,2022-10-05,05:00:00
3935,540,2022-10-11,10:00:00
3938,207,2022-10-11,22:00:00
3939,559,2022-10-21,02:00:00
3944,668,2022-10-19,03:00:00
3946,902,2022-10-20,22:00:00
3947,252,2022-10-15,12:00:00
3949,888,2022-10-21,15:00:00
3951,892,2022-10-13,01:00:00
3952,862,2022-10-15,19:00:00
3953,196,2022-10-02,09:00:00
3954,102,2022-09-23,22:00:00
3956,896,2022-10-10,07:00:00
3957,811,2022-10-20,18:00:00
3958,237,2022-09-25,16:00:00
3960,174,2022-09-11,17:00:00
3961,612,2022-10-23,19:00:00
3963,428,2022-09-27,03:00:00
3966,717,2022-10-26,21:00:00
3969,541,2022-10-17,03:00:00
3970,477,2022-09-26,13:00:00
3971,121,2022-10-08,03:00:00
3973,210,2022-09-30,09:00:00
3974,339,2022-09-18,23:00:00
3976,473,2022-10-11,01:00:00
3977,735,2022-10-26,22:00:00
3980,753,2022-10-31,06:00:00
3981,930,2022-11-06,00:00:00
3982,883,2022-10-29,17:00:00
3983,844,2022-10-08,13:00:00
3984,480,2022-10-31,03:00:00
3986,808,2022-11-07,03:00:00
3987,689,2022-11-07,16:00:00
3989,462,2022-10-16,20:00:00
3990,287,2022-09-18,17:00:00
