ID,Fuente,fuente_codificada
6115,The Informer,24
7538,City Times,3
2009,Newsline,17
4803,Urban News,30
3778,Central Times,1
6010,Global Insight,11
4250,City Beat,2
3428,Insider Insights,12
2948,Evening Echo,7
5560,Daily Digest,5
6055,Daily Digest,5
1406,Express Tribune,8
5503,Newsflash,16
666,World News Network,32
4740,Central Times,1
9098,Daily Beacon,4
4818,Express Tribune,8
5085,The Insight,25
8195,National Courier,15
3524,Press Pulse,18
6964,Urban News,30
9376,Express Tribune,8
9767,The Daily Dispatch,22
30,Times Today,29
8655,Newsline,17
973,Voice of the Nation,31
9230,The Informer,24
10214,Metro News,13
8275,Metro News,13
6547,Daily Digest,5
900,The Pulse,27
1102,Global Insight,11
6497,National Courier,15
8621,Press Pulse,18
3454,Sunrise Chronicle,20
9185,Global Gazette,10
6012,Star Sentinel,19
4430,Daily Digest,5
5212,Global Insight,11
8056,Capital Gazette,0
10329,Capital Gazette,0
50,Express Tribune,8
16,Times Today,29
8208,The Reporter,28
7401,National Courier,15
4409,Frontline Times,9
10120,Echo News,6
10472,Urban News,30
4736,The Informer,24
10365,Newsflash,16
4223,Central Times,1
3826,Daily Digest,5
8223,Sunrise Chronicle,20
10144,The Insight,25
4247,Metro News,13
6178,The Daily Dispatch,22
3322,Star Sentinel,19
8736,The Reporter,28
10310,Voice of the Nation,31
7666,Daily Beacon,4
9698,Metro News,13
3410,The Informer,24
5274,Urban News,30
1167,The Daily Dispatch,22
551,Morning Star,14
9497,The Observer,26
10404,The Chronicle,21
2998,The Insight,25
1047,The Informer,24
998,Morning Star,14
9512,Daily Beacon,4
9063,Times Today,29
3179,City Beat,2
10367,The Insight,25
7285,Daily Digest,5
702,Newsline,17
5888,Newsline,17
5943,Insider Insights,12
2483,Metro News,13
6398,Daily Beacon,4
6290,Star Sentinel,19
8879,The Informer,24
7864,Voice of the Nation,31
10024,Press Pulse,18
3317,Global Insight,11
7595,Newsflash,16
1437,The Insight,25
6943,Global Insight,11
7354,Sunrise Chronicle,20
2889,Sunrise Chronicle,20
1499,Insider Insights,12
5649,The Observer,26
2843,Global Insight,11
9005,Daily Beacon,4
159,The Chronicle,21
9111,The Informer,24
7294,National Courier,15
899,Sunrise Chronicle,20
2012,The Herald Tribune,23
4281,The Chronicle,21
6389,Frontline Times,9
9227,The Informer,24
9183,Capital Gazette,0
737,City Times,3
2680,City Times,3
3059,Daily Digest,5
3981,Daily Beacon,4
5528,The Insight,25
4509,Central Times,1
9261,Global Insight,11
9335,Morning Star,14
4451,Press Pulse,18
5727,Urban News,30
9899,The Daily Dispatch,22
8196,Daily Digest,5
8391,The Observer,26
9009,Daily Digest,5
2378,The Insight,25
5032,Daily Beacon,4
3058,Express Tribune,8
7902,The Insight,25
3380,The Chronicle,21
491,The Pulse,27
7399,The Observer,26
10429,The Informer,24
9529,Frontline Times,9
4157,Daily Digest,5
8077,Central Times,1
6683,City Times,3
9957,National Courier,15
2650,Times Today,29
5604,The Insight,25
492,National Courier,15
7760,Newsline,17
2419,Insider Insights,12
1705,Urban News,30
1296,The Chronicle,21
912,The Insight,25
74,The Reporter,28
269,Insider Insights,12
6093,Echo News,6
3339,Daily Digest,5
8830,World News Network,32
7998,Evening Echo,7
3342,Metro News,13
3769,Metro News,13
156,The Observer,26
9877,Insider Insights,12
9328,The Pulse,27
7907,Voice of the Nation,31
8438,Metro News,13
4115,National Courier,15
9166,Frontline Times,9
6679,Voice of the Nation,31
4591,Newsline,17
3759,The Daily Dispatch,22
3042,Urban News,30
6915,Central Times,1
6106,The Reporter,28
9211,City Times,3
6410,Urban News,30
9778,National Courier,15
6813,The Observer,26
8398,Frontline Times,9
4554,The Observer,26
2392,Star Sentinel,19
7042,City Beat,2
8546,Central Times,1
5081,The Herald Tribune,23
8496,Urban News,30
4116,Morning Star,14
3105,Central Times,1
851,Evening Echo,7
6285,Newsline,17
8523,Global Insight,11
9860,Central Times,1
8971,The Insight,25
118,Central Times,1
3037,The Daily Dispatch,22
1546,The Chronicle,21
345,Global Insight,11
8995,Daily Digest,5
8369,City Beat,2
1797,Echo News,6
9633,Express Tribune,8
6608,The Insight,25
6422,Times Today,29
2911,The Pulse,27
2133,Sunrise Chronicle,20
6153,Urban News,30
7643,City Times,3
10212,The Informer,24
4425,City Times,3
9495,Star Sentinel,19
23,Press Pulse,18
6911,City Times,3
3812,Morning Star,14
9663,World News Network,32
10318,Sunrise Chronicle,20
5233,The Insight,25
3284,The Insight,25
3433,Express Tribune,8
2492,Global Gazette,10
3766,Echo News,6
6653,Central Times,1
2047,Daily Beacon,4
10069,Newsflash,16
9216,The Insight,25
2796,The Informer,24
5828,Star Sentinel,19
4562,City Times,3
3793,Sunrise Chronicle,20
2660,Press Pulse,18
493,The Pulse,27
9118,Times Today,29
832,City Beat,2
9276,World News Network,32
534,Central Times,1
2699,Global Gazette,10
2616,The Daily Dispatch,22
6271,Global Gazette,10
7636,Central Times,1
8836,Urban News,30
967,The Insight,25
6780,Star Sentinel,19
3030,Metro News,13
8366,Newsflash,16
700,Global Gazette,10
3463,Metro News,13
6277,Newsflash,16
1627,Capital Gazette,0
4572,The Insight,25
5895,Times Today,29
10233,Daily Digest,5
184,Evening Echo,7
7952,Newsflash,16
10010,Morning Star,14
7395,Newsflash,16
5581,The Insight,25
7202,Morning Star,14
8098,Sunrise Chronicle,20
5860,Evening Echo,7
8554,The Insight,25
7377,Insider Insights,12
4529,Urban News,30
3693,Metro News,13
5610,Voice of the Nation,31
4665,City Times,3
4378,Morning Star,14
775,Insider Insights,12
3893,Express Tribune,8
9588,The Insight,25
3046,Daily Digest,5
4188,Times Today,29
9966,Insider Insights,12
718,Frontline Times,9
8632,Metro News,13
3701,Global Gazette,10
3680,Metro News,13
1070,The Informer,24
8781,Voice of the Nation,31
2935,The Insight,25
6431,Press Pulse,18
3048,The Reporter,28
2697,The Pulse,27
4748,National Courier,15
9264,The Reporter,28
597,The Reporter,28
828,Urban News,30
2951,City Beat,2
416,Press Pulse,18
5317,Voice of the Nation,31
2424,Sunrise Chronicle,20
931,Press Pulse,18
3347,The Insight,25
4779,Times Today,29
7847,Sunrise Chronicle,20
3389,Times Today,29
8999,Times Today,29
4691,The Herald Tribune,23
7091,Metro News,13
6405,Global Gazette,10
4789,The Herald Tribune,23
101,Urban News,30
10128,Central Times,1
7564,Evening Echo,7
5238,The Daily Dispatch,22
3994,Urban News,30
9594,The Observer,26
7761,Central Times,1
8018,The Herald Tribune,23
8046,Urban News,30
6008,City Times,3
9043,Echo News,6
7268,Insider Insights,12
981,The Herald Tribune,23
1328,Echo News,6
3523,Express Tribune,8
8244,Frontline Times,9
2062,The Daily Dispatch,22
3115,National Courier,15
6558,The Insight,25
141,The Pulse,27
6973,Metro News,13
6729,The Chronicle,21
8084,City Beat,2
9620,National Courier,15
5385,City Times,3
5171,Daily Beacon,4
6974,Frontline Times,9
9210,Morning Star,14
5656,World News Network,32
3575,Daily Beacon,4
7905,The Insight,25
3189,Metro News,13
2949,Times Today,29
2260,Capital Gazette,0
1636,Newsflash,16
9617,Voice of the Nation,31
6048,World News Network,32
2060,Press Pulse,18
8851,The Reporter,28
6279,Metro News,13
6479,Evening Echo,7
8479,Star Sentinel,19
6001,World News Network,32
6769,Metro News,13
9702,Echo News,6
3415,Capital Gazette,0
4692,The Daily Dispatch,22
5235,Global Gazette,10
6333,Central Times,1
6499,Newsflash,16
9610,Times Today,29
7769,The Herald Tribune,23
6244,Express Tribune,8
4837,City Times,3
5289,Capital Gazette,0
8345,Express Tribune,8
5280,The Informer,24
690,Sunrise Chronicle,20
397,The Insight,25
9190,World News Network,32
1012,City Beat,2
1133,National Courier,15
8631,Newsflash,16
7199,Global Insight,11
8373,National Courier,15
5064,Echo News,6
6607,The Observer,26
929,Insider Insights,12
5614,The Herald Tribune,23
6031,The Insight,25
7084,Express Tribune,8
5170,Global Gazette,10
7860,Newsline,17
3918,Insider Insights,12
305,Frontline Times,9
6816,Urban News,30
9724,Voice of the Nation,31
6674,Metro News,13
10284,Times Today,29
728,Newsline,17
3508,The Daily Dispatch,22
3315,Newsline,17
5383,Press Pulse,18
4959,Evening Echo,7
5123,The Reporter,28
216,City Beat,2
1644,City Beat,2
3156,The Observer,26
4416,Echo News,6
7622,Voice of the Nation,31
2953,Star Sentinel,19
7137,The Reporter,28
7007,The Chronicle,21
2994,Voice of the Nation,31
3626,The Daily Dispatch,22
9114,The Insight,25
7746,Star Sentinel,19
46,The Chronicle,21
5680,Star Sentinel,19
5639,The Reporter,28
4322,Urban News,30
9165,Frontline Times,9
351,The Observer,26
7994,Times Today,29
6997,Newsline,17
4582,Capital Gazette,0
7658,Times Today,29
4999,Express Tribune,8
8572,Times Today,29
9776,Star Sentinel,19
9826,Newsline,17
7054,The Chronicle,21
4767,Capital Gazette,0
6510,Urban News,30
1453,Echo News,6
2883,The Insight,25
10252,National Courier,15
6950,The Chronicle,21
2785,City Beat,2
7559,Insider Insights,12
698,World News Network,32
7175,Global Insight,11
9461,Frontline Times,9
9310,The Insight,25
240,Morning Star,14
8472,Evening Echo,7
7829,Morning Star,14
9080,The Insight,25
3947,Morning Star,14
7774,Times Today,29
5522,Morning Star,14
8049,The Daily Dispatch,22
4337,Metro News,13
6561,City Times,3
7445,Press Pulse,18
735,The Pulse,27
3325,Urban News,30
277,Star Sentinel,19
7984,The Informer,24
5924,Insider Insights,12
9038,The Informer,24
3019,Global Insight,11
8004,Daily Beacon,4
8817,The Reporter,28
3341,Capital Gazette,0
971,Evening Echo,7
10076,City Times,3
9278,The Herald Tribune,23
3860,The Observer,26
7080,Daily Digest,5
7754,Express Tribune,8
5664,Evening Echo,7
9064,The Informer,24
5802,Morning Star,14
8695,City Times,3
9494,The Informer,24
2725,Global Insight,11
224,Daily Beacon,4
6715,The Chronicle,21
2583,Newsflash,16
8190,Frontline Times,9
2126,Global Insight,11
8085,Metro News,13
8171,The Chronicle,21
2784,Star Sentinel,19
604,Times Today,29
2351,The Chronicle,21
9332,Times Today,29
8821,Global Gazette,10
6066,Times Today,29
3089,Urban News,30
5854,Times Today,29
10507,Insider Insights,12
8886,The Chronicle,21
5323,Newsflash,16
8960,Press Pulse,18
8235,The Daily Dispatch,22
7079,Star Sentinel,19
9296,Sunrise Chronicle,20
8356,Global Gazette,10
2081,The Informer,24
5648,The Insight,25
4571,Daily Digest,5
576,Press Pulse,18
5006,Frontline Times,9
7699,Newsflash,16
4913,City Times,3
6648,Frontline Times,9
654,Times Today,29
9116,Global Insight,11
3218,The Informer,24
3673,Star Sentinel,19
9473,Metro News,13
5991,Urban News,30
2932,Central Times,1
1831,Star Sentinel,19
4408,Star Sentinel,19
6743,Times Today,29
9839,National Courier,15
3927,The Insight,25
7339,The Insight,25
4625,Press Pulse,18
4650,Daily Beacon,4
4565,Press Pulse,18
1901,World News Network,32
3634,Times Today,29
2356,Evening Echo,7
9555,The Observer,26
2270,World News Network,32
7878,World News Network,32
5208,Echo News,6
94,City Times,3
10516,Capital Gazette,0
4909,Newsflash,16
5696,The Observer,26
6833,Capital Gazette,0
5476,The Observer,26
6478,The Insight,25
8215,Daily Digest,5
2518,Central Times,1
9153,The Informer,24
7971,Daily Beacon,4
1042,Express Tribune,8
772,Daily Beacon,4
4220,World News Network,32
9564,Evening Echo,7
10456,The Chronicle,21
6091,Evening Echo,7
5214,Voice of the Nation,31
6539,City Times,3
783,City Beat,2
45,Express Tribune,8
4286,Urban News,30
1776,City Beat,2
3240,Global Insight,11
779,Times Today,29
189,Global Gazette,10
8838,The Insight,25
4923,City Beat,2
7160,National Courier,15
2122,The Insight,25
10211,Global Insight,11
4401,World News Network,32
6703,Sunrise Chronicle,20
5210,Sunrise Chronicle,20
10116,Press Pulse,18
705,Echo News,6
7061,Morning Star,14
6315,Urban News,30
365,Capital Gazette,0
5876,City Times,3
9758,Echo News,6
1640,The Pulse,27
4958,The Daily Dispatch,22
10161,Newsflash,16
9577,Capital Gazette,0
5440,The Herald Tribune,23
9347,Daily Beacon,4
8136,City Beat,2
6180,Express Tribune,8
9156,The Observer,26
6573,The Daily Dispatch,22
3567,The Informer,24
1463,World News Network,32
394,The Herald Tribune,23
9798,Newsline,17
5417,Sunrise Chronicle,20
1245,The Pulse,27
5109,The Reporter,28
906,The Insight,25
5098,Times Today,29
5965,The Observer,26
9589,The Reporter,28
4995,Metro News,13
8794,Insider Insights,12
4871,Frontline Times,9
10087,Capital Gazette,0
7157,The Informer,24
3961,The Daily Dispatch,22
368,The Chronicle,21
9950,World News Network,32
7102,Newsline,17
5125,City Beat,2
5995,Star Sentinel,19
4855,Newsline,17
5608,The Informer,24
4176,World News Network,32
433,The Insight,25
1301,Evening Echo,7
1464,The Informer,24
985,The Reporter,28
6891,Urban News,30
10546,The Daily Dispatch,22
4966,The Informer,24
4170,Voice of the Nation,31
858,Voice of the Nation,31
5901,Voice of the Nation,31
6211,Sunrise Chronicle,20
7810,City Beat,2
9164,Global Gazette,10
413,Newsline,17
5206,Morning Star,14
2632,Global Gazette,10
1707,Capital Gazette,0
8343,Voice of the Nation,31
5084,The Observer,26
507,Times Today,29
9660,City Beat,2
9234,Times Today,29
9781,Voice of the Nation,31
9818,The Insight,25
2746,Press Pulse,18
3136,Sunrise Chronicle,20
5416,Newsline,17
3100,City Beat,2
4462,The Pulse,27
1847,Echo News,6
1054,Morning Star,14
2717,Press Pulse,18
4164,Frontline Times,9
7408,Morning Star,14
6216,Metro News,13
5448,Times Today,29
5466,The Pulse,27
3949,The Pulse,27
4657,Newsflash,16
2811,The Observer,26
10266,Sunrise Chronicle,20
6472,Global Gazette,10
3461,Press Pulse,18
3830,Express Tribune,8
14,Voice of the Nation,31
7517,The Reporter,28
7783,Global Insight,11
9120,Global Gazette,10
984,Capital Gazette,0
9333,The Chronicle,21
5396,The Observer,26
962,Daily Digest,5
9679,Metro News,13
5752,The Pulse,27
6673,City Times,3
4526,The Informer,24
9155,City Times,3
7520,The Chronicle,21
3288,Star Sentinel,19
9262,Voice of the Nation,31
8081,National Courier,15
7869,The Insight,25
4798,The Insight,25
9175,The Reporter,28
8307,World News Network,32
2154,Global Gazette,10
8895,The Observer,26
4315,The Informer,24
9680,Metro News,13
6654,Morning Star,14
6662,The Insight,25
9132,The Insight,25
10248,Global Gazette,10
3208,The Pulse,27
7544,Central Times,1
5619,Insider Insights,12
932,The Chronicle,21
465,The Insight,25
1172,National Courier,15
6183,The Informer,24
7615,City Times,3
8948,Frontline Times,9
6464,Global Insight,11
2868,Voice of the Nation,31
198,Urban News,30
8816,Evening Echo,7
6341,World News Network,32
9320,Voice of the Nation,31
1134,Central Times,1
5944,Sunrise Chronicle,20
7919,The Observer,26
7073,Express Tribune,8
7494,The Reporter,28
8149,The Chronicle,21
5291,Times Today,29
1164,Capital Gazette,0
1937,World News Network,32
4516,Central Times,1
9918,Echo News,6
6718,Voice of the Nation,31
83,Urban News,30
7962,The Observer,26
8470,Metro News,13
1849,Press Pulse,18
10400,The Daily Dispatch,22
3644,Daily Digest,5
8684,The Chronicle,21
6420,Global Insight,11
3827,National Courier,15
10510,Global Gazette,10
3741,Urban News,30
8917,Metro News,13
3217,National Courier,15
2897,The Daily Dispatch,22
7503,Insider Insights,12
2221,City Times,3
7736,The Chronicle,21
8067,Frontline Times,9
1817,Capital Gazette,0
6094,City Beat,2
10230,Press Pulse,18
8041,Daily Digest,5
8810,City Beat,2
1490,City Times,3
1168,Frontline Times,9
2205,Newsline,17
1153,Voice of the Nation,31
9384,Daily Beacon,4
10054,Frontline Times,9
1095,Daily Digest,5
2401,City Beat,2
8576,The Daily Dispatch,22
1279,The Insight,25
6196,The Daily Dispatch,22
9799,Daily Digest,5
5542,The Herald Tribune,23
2825,Evening Echo,7
7227,World News Network,32
2304,Sunrise Chronicle,20
1231,Insider Insights,12
3715,The Reporter,28
9682,The Chronicle,21
2835,The Reporter,28
7525,Metro News,13
7086,City Beat,2
7430,The Observer,26
5467,The Reporter,28
3933,Press Pulse,18
10089,Express Tribune,8
4144,The Pulse,27
5464,Newsflash,16
9143,Global Gazette,10
4038,World News Network,32
4608,Echo News,6
9126,Newsflash,16
3501,Newsflash,16
4544,World News Network,32
7161,Evening Echo,7
671,Metro News,13
5121,The Herald Tribune,23
60,Press Pulse,18
7348,Times Today,29
5587,Sunrise Chronicle,20
10205,Frontline Times,9
3500,The Insight,25
6993,Morning Star,14
6489,The Insight,25
1892,The Chronicle,21
405,The Insight,25
7252,Insider Insights,12
6404,Capital Gazette,0
2214,Newsflash,16
6490,Global Insight,11
5019,Sunrise Chronicle,20
3576,The Informer,24
3762,The Pulse,27
861,National Courier,15
5282,The Pulse,27
6934,Metro News,13
43,The Daily Dispatch,22
7432,Express Tribune,8
3871,Times Today,29
7955,Voice of the Nation,31
5808,Global Insight,11
7697,City Times,3
2171,Star Sentinel,19
6044,The Insight,25
2795,Evening Echo,7
3911,Daily Digest,5
9937,Frontline Times,9
6660,Star Sentinel,19
6618,The Daily Dispatch,22
291,The Insight,25
5592,Voice of the Nation,31
8676,City Beat,2
10107,Capital Gazette,0
3309,The Pulse,27
1972,The Insight,25
6101,Daily Beacon,4
1756,Insider Insights,12
4120,Echo News,6
3951,Capital Gazette,0
343,The Herald Tribune,23
5948,The Insight,25
170,Central Times,1
685,Global Insight,11
7674,Sunrise Chronicle,20
1975,Voice of the Nation,31
8776,Daily Digest,5
10476,Newsflash,16
510,Star Sentinel,19
5188,National Courier,15
7255,Global Insight,11
9367,The Daily Dispatch,22
3017,Newsline,17
8663,Times Today,29
5773,The Pulse,27
10143,Evening Echo,7
276,Voice of the Nation,31
7908,The Chronicle,21
3880,The Informer,24
2625,The Informer,24
3487,Capital Gazette,0
3771,Urban News,30
7062,Evening Echo,7
628,Echo News,6
3429,Newsflash,16
5344,City Times,3
7024,Daily Beacon,4
506,The Insight,25
9458,Newsflash,16
6192,Echo News,6
5856,Daily Digest,5
6790,Voice of the Nation,31
964,Frontline Times,9
8691,Echo News,6
4486,Echo News,6
3324,The Reporter,28
3572,Global Insight,11
9396,Express Tribune,8
367,National Courier,15
9171,The Insight,25
10524,Sunrise Chronicle,20
8633,The Insight,25
154,Express Tribune,8
4854,City Beat,2
5364,Global Insight,11
7861,National Courier,15
2510,National Courier,15
1936,The Chronicle,21
887,Star Sentinel,19
2971,Evening Echo,7
260,Morning Star,14
7454,Echo News,6
3521,The Observer,26
5097,Sunrise Chronicle,20
10031,City Times,3
6663,The Herald Tribune,23
3954,Global Insight,11
7233,Evening Echo,7
9158,Frontline Times,9
3760,The Pulse,27
7898,Central Times,1
9568,The Chronicle,21
370,Echo News,6
102,The Chronicle,21
4340,City Beat,2
3786,The Informer,24
606,Daily Digest,5
4471,The Pulse,27
1450,City Beat,2
8230,Sunrise Chronicle,20
2072,Newsline,17
8331,The Daily Dispatch,22
1672,Express Tribune,8
6820,The Insight,25
643,The Daily Dispatch,22
7738,Evening Echo,7
1663,Frontline Times,9
3051,The Informer,24
7694,The Herald Tribune,23
2980,Sunrise Chronicle,20
7596,Global Gazette,10
10079,City Beat,2
8689,Times Today,29
9590,The Informer,24
6721,The Daily Dispatch,22
6295,Global Insight,11
4881,The Daily Dispatch,22
7461,Newsflash,16
4590,The Pulse,27
2405,Express Tribune,8
5103,The Chronicle,21
3409,The Pulse,27
5335,The Daily Dispatch,22
8449,Newsflash,16
4905,The Herald Tribune,23
6792,The Informer,24
4118,Newsflash,16
7389,Insider Insights,12
529,Daily Digest,5
5,National Courier,15
7785,The Reporter,28
160,The Chronicle,21
3440,Global Insight,11
947,Star Sentinel,19
734,Times Today,29
2514,Frontline Times,9
7263,Central Times,1
1577,Central Times,1
5266,The Chronicle,21
5909,The Insight,25
1665,Frontline Times,9
5091,Star Sentinel,19
3210,The Herald Tribune,23
8025,Capital Gazette,0
7046,Morning Star,14
3570,Daily Digest,5
9737,Global Insight,11
6677,Daily Digest,5
7125,Central Times,1
5979,National Courier,15
8179,Global Gazette,10
2913,Star Sentinel,19
9268,The Daily Dispatch,22
8494,Metro News,13
5870,The Reporter,28
3677,City Times,3
9101,The Chronicle,21
1595,The Chronicle,21
8097,The Reporter,28
9287,The Herald Tribune,23
248,Central Times,1
9894,The Insight,25
8977,Global Insight,11
1498,The Pulse,27
9747,Evening Echo,7
3900,Newsflash,16
807,City Beat,2
7601,Daily Digest,5
8780,The Pulse,27
8420,The Insight,25
2202,Metro News,13
6566,Metro News,13
4876,The Reporter,28
8043,Voice of the Nation,31
6111,Echo News,6
7620,Morning Star,14
2530,Metro News,13
5426,Daily Digest,5
1719,Global Gazette,10
1596,Express Tribune,8
3563,Urban News,30
1078,Star Sentinel,19
10275,The Insight,25
2695,The Daily Dispatch,22
10013,The Informer,24
7646,Global Gazette,10
10541,Global Insight,11
2152,Morning Star,14
3029,Global Insight,11
6644,Voice of the Nation,31
773,Express Tribune,8
5959,Urban News,30
9411,The Insight,25
1870,Voice of the Nation,31
7411,Daily Beacon,4
299,The Insight,25
381,The Pulse,27
2701,The Herald Tribune,23
3995,Morning Star,14
178,Times Today,29
5917,Central Times,1
1201,Sunrise Chronicle,20
8206,National Courier,15
6380,City Beat,2
4439,The Informer,24
6428,Metro News,13
10499,Times Today,29
7541,The Daily Dispatch,22
10251,Press Pulse,18
7165,Insider Insights,12
9279,The Insight,25
4898,City Times,3
7593,The Insight,25
10170,Express Tribune,8
9,Daily Digest,5
5839,Frontline Times,9
3690,Sunrise Chronicle,20
1075,Global Gazette,10
5788,Newsflash,16
2179,The Chronicle,21
7812,Daily Digest,5
6977,Insider Insights,12
4478,Global Insight,11
4179,The Daily Dispatch,22
9162,Morning Star,14
3801,Voice of the Nation,31
6406,Capital Gazette,0
6,The Herald Tribune,23
4362,Morning Star,14
1193,The Informer,24
6238,The Herald Tribune,23
4363,Times Today,29
5984,City Beat,2
7698,Daily Beacon,4
3776,The Observer,26
1385,The Insight,25
581,City Times,3
694,Star Sentinel,19
7942,The Reporter,28
8538,The Pulse,27
7416,Global Insight,11
2473,City Beat,2
1130,City Beat,2
5706,Star Sentinel,19
8638,World News Network,32
6265,Global Gazette,10
9976,Insider Insights,12
6762,The Daily Dispatch,22
5541,The Informer,24
3257,Evening Echo,7
7193,Echo News,6
9595,The Reporter,28
4221,Global Gazette,10
8078,Press Pulse,18
2283,Times Today,29
6476,The Observer,26
3958,Press Pulse,18
2928,The Informer,24
2353,Evening Echo,7
689,Central Times,1
1833,Central Times,1
8194,Insider Insights,12
2617,The Observer,26
2601,Morning Star,14
9449,Capital Gazette,0
8717,The Informer,24
4579,Central Times,1
9501,The Daily Dispatch,22
6007,Voice of the Nation,31
8132,Global Gazette,10
7207,The Daily Dispatch,22
7121,City Beat,2
3258,World News Network,32
5912,Star Sentinel,19
6714,Sunrise Chronicle,20
777,The Insight,25
7839,World News Network,32
7720,Sunrise Chronicle,20
6050,Times Today,29
1966,World News Network,32
4255,Global Gazette,10
8009,Press Pulse,18
9819,Frontline Times,9
6206,Times Today,29
293,Central Times,1
8804,Echo News,6
4287,Times Today,29
9475,Capital Gazette,0
1955,The Herald Tribune,23
6014,The Pulse,27
239,Urban News,30
2623,The Pulse,27
3164,The Daily Dispatch,22
10105,Daily Digest,5
3330,The Informer,24
6615,Capital Gazette,0
8764,Central Times,1
7297,Insider Insights,12
600,The Reporter,28
5249,Central Times,1
7092,Newsline,17
2489,The Herald Tribune,23
3412,The Pulse,27
8704,National Courier,15
4983,Capital Gazette,0
4543,The Observer,26
4055,The Pulse,27
2377,Global Insight,11
5699,Urban News,30
2248,The Observer,26
10167,Insider Insights,12
1669,National Courier,15
192,The Chronicle,21
57,City Beat,2
9424,Times Today,29
4060,National Courier,15
7947,The Chronicle,21
1082,Star Sentinel,19
9228,Global Insight,11
1616,The Insight,25
8023,Global Insight,11
9753,Sunrise Chronicle,20
5880,Daily Beacon,4
1344,City Times,3
10515,The Insight,25
7979,Newsflash,16
7921,Urban News,30
8186,Evening Echo,7
640,Voice of the Nation,31
5050,The Pulse,27
3645,Press Pulse,18
6726,Daily Beacon,4
5326,The Pulse,27
719,Press Pulse,18
611,Voice of the Nation,31
8849,The Insight,25
223,Voice of the Nation,31
5044,Daily Digest,5
9662,Sunrise Chronicle,20
7407,The Insight,25
6005,Star Sentinel,19
401,World News Network,32
9033,The Insight,25
5663,Metro News,13
2427,World News Network,32
5056,Insider Insights,12
4218,Frontline Times,9
1887,The Pulse,27
6215,Sunrise Chronicle,20
2779,Press Pulse,18
8592,Sunrise Chronicle,20
4452,The Herald Tribune,23
9480,Newsline,17
8760,Voice of the Nation,31
385,Daily Beacon,4
8155,City Beat,2
9345,City Beat,2
1560,Express Tribune,8
2192,Daily Beacon,4
7586,Newsflash,16
231,Voice of the Nation,31
7026,Frontline Times,9
8664,Daily Digest,5
7912,Global Insight,11
7578,The Insight,25
5657,Echo News,6
4396,Sunrise Chronicle,20
1615,World News Network,32
10147,Newsflash,16
3154,Insider Insights,12
9001,Sunrise Chronicle,20
5311,Capital Gazette,0
8089,The Insight,25
9644,The Insight,25
8431,Global Insight,11
3516,The Insight,25
9354,Frontline Times,9
8791,The Informer,24
1150,The Pulse,27
3094,The Reporter,28
3926,Central Times,1
477,Times Today,29
4858,The Observer,26
8371,Capital Gazette,0
4381,Star Sentinel,19
4528,The Insight,25
6065,The Observer,26
5767,Global Insight,11
9233,Evening Echo,7
8551,Sunrise Chronicle,20
10126,Newsline,17
8469,The Insight,25
9775,Frontline Times,9
6275,Frontline Times,9
7452,World News Network,32
9761,City Times,3
3986,Global Insight,11
7945,Echo News,6
6063,The Herald Tribune,23
8068,The Reporter,28
8104,Insider Insights,12
1690,Times Today,29
8986,Urban News,30
8468,Star Sentinel,19
4569,Newsline,17
4237,Metro News,13
3353,Insider Insights,12
2308,Evening Echo,7
8628,Insider Insights,12
9859,Insider Insights,12
10065,Press Pulse,18
8169,The Herald Tribune,23
2658,Newsline,17
5025,Voice of the Nation,31
4380,Press Pulse,18
3618,Press Pulse,18
7954,Global Gazette,10
5273,Daily Digest,5
9031,Press Pulse,18
882,Star Sentinel,19
6803,Star Sentinel,19
9657,The Insight,25
6522,Capital Gazette,0
1952,City Beat,2
9947,City Times,3
3606,The Observer,26
10296,The Pulse,27
10109,The Pulse,27
2108,Insider Insights,12
8987,The Observer,26
6842,The Daily Dispatch,22
9471,Echo News,6
1551,Frontline Times,9
4606,Global Gazette,10
197,Newsflash,16
7382,Echo News,6
6749,Global Gazette,10
3987,Central Times,1
348,The Informer,24
3143,Urban News,30
379,Metro News,13
3254,Express Tribune,8
8720,Capital Gazette,0
1732,Times Today,29
9934,Newsline,17
1116,Global Insight,11
6343,Echo News,6
7565,Press Pulse,18
10307,Press Pulse,18
1611,The Insight,25
3681,Urban News,30
4586,City Beat,2
4524,Frontline Times,9
5819,Insider Insights,12
9643,City Beat,2
233,The Insight,25
5776,Newsflash,16
5920,Echo News,6
1140,Times Today,29
8044,Newsflash,16
455,Express Tribune,8
637,Press Pulse,18
4426,Evening Echo,7
5331,Sunrise Chronicle,20
9313,The Reporter,28
6270,The Reporter,28
9073,Newsflash,16
4536,The Insight,25
9869,Sunrise Chronicle,20
1094,The Chronicle,21
2581,Urban News,30
918,The Chronicle,21
1915,Urban News,30
7096,Newsflash,16
2426,World News Network,32
130,The Reporter,28
5710,Capital Gazette,0
7867,Frontline Times,9
3041,The Herald Tribune,23
2831,The Informer,24
7580,The Observer,26
8400,Frontline Times,9
10166,The Pulse,27
2077,The Informer,24
5332,The Observer,26
7735,The Herald Tribune,23
2311,The Herald Tribune,23
9077,Times Today,29
1176,Times Today,29
2744,Newsflash,16
5732,Daily Digest,5
487,Sunrise Chronicle,20
10088,Sunrise Chronicle,20
9908,Capital Gazette,0
3637,Global Gazette,10
4441,Daily Beacon,4
