ID,Valores,Valores_codificados
8632,FAKE,0
3701,REAL,1
3680,REAL,1
1070,REAL,1
8781,FAKE,0
2935,REAL,1
6431,FAKE,0
3048,REAL,1
2697,REAL,1
4748,REAL,1
9264,FAKE,0
597,REAL,1
828,REAL,1
2951,REAL,1
416,REAL,1
5317,FAKE,0
2424,REAL,1
931,REAL,1
3347,REAL,1
4779,REAL,1
7847,FAKE,0
3389,REAL,1
8999,FAKE,0
4691,REAL,1
7091,FAKE,0
6405,FAKE,0
4789,REAL,1
101,REAL,1
10128,FAKE,0
7564,FAKE,0
5238,REAL,1
3994,REAL,1
9594,FAKE,0
7761,FAKE,0
8018,FAKE,0
8046,FAKE,0
6008,FAKE,0
9043,FAKE,0
7268,FAKE,0
981,REAL,1
1328,REAL,1
3523,REAL,1
8244,FAKE,0
2062,REAL,1
3115,REAL,1
6558,FAKE,0
141,REAL,1
6973,FAKE,0
6729,FAKE,0
8084,FAKE,0
9620,FAKE,0
5385,FAKE,0
5171,REAL,1
6974,FAKE,0
9210,FAKE,0
5656,FAKE,0
3575,REAL,1
7905,FAKE,0
3189,REAL,1
2949,REAL,1
2260,REAL,1
1636,REAL,1
9617,FAKE,0
6048,FAKE,0
2060,REAL,1
8851,FAKE,0
6279,FAKE,0
6479,FAKE,0
8479,FAKE,0
6001,FAKE,0
6769,FAKE,0
9702,FAKE,0
3415,REAL,1
4692,REAL,1
5235,REAL,1
6333,FAKE,0
6499,FAKE,0
9610,FAKE,0
7769,FAKE,0
6244,FAKE,0
4837,REAL,1
5289,FAKE,0
8345,FAKE,0
5280,FAKE,0
690,REAL,1
397,REAL,1
9190,FAKE,0
1012,REAL,1
1133,REAL,1
8631,FAKE,0
7199,FAKE,0
8373,FAKE,0
5064,REAL,1
6607,FAKE,0
929,REAL,1
5614,FAKE,0
6031,FAKE,0
7084,FAKE,0
5170,REAL,1
7860,FAKE,0
3918,REAL,1
305,REAL,1
6816,FAKE,0
9724,FAKE,0
6674,FAKE,0
10284,FAKE,0
728,REAL,1
3508,REAL,1
3315,REAL,1
5383,FAKE,0
4959,REAL,1
5123,REAL,1
216,REAL,1
1644,REAL,1
3156,REAL,1
4416,REAL,1
7622,FAKE,0
2953,REAL,1
7137,FAKE,0
7007,FAKE,0
2994,REAL,1
3626,REAL,1
9114,FAKE,0
7746,FAKE,0
46,REAL,1
5680,FAKE,0
5639,FAKE,0
4322,REAL,1
9165,FAKE,0
351,REAL,1
7994,FAKE,0
6997,FAKE,0
4582,REAL,1
7658,FAKE,0
4999,REAL,1
8572,FAKE,0
9776,FAKE,0
9826,FAKE,0
7054,FAKE,0
4767,REAL,1
6510,FAKE,0
1453,REAL,1
2883,REAL,1
10252,FAKE,0
6950,FAKE,0
2785,REAL,1
7559,FAKE,0
698,REAL,1
7175,FAKE,0
9461,FAKE,0
9310,FAKE,0
240,REAL,1
8472,FAKE,0
7829,FAKE,0
9080,FAKE,0
3947,REAL,1
7774,FAKE,0
5522,FAKE,0
8049,FAKE,0
4337,REAL,1
6561,FAKE,0
7445,FAKE,0
735,REAL,1
3325,REAL,1
277,REAL,1
7984,FAKE,0
5924,FAKE,0
9038,FAKE,0
3019,REAL,1
8004,FAKE,0
8817,FAKE,0
3341,REAL,1
971,REAL,1
10076,FAKE,0
9278,FAKE,0
3860,REAL,1
7080,FAKE,0
7754,FAKE,0
5664,FAKE,0
9064,FAKE,0
5802,FAKE,0
8695,FAKE,0
9494,FAKE,0
2725,REAL,1
224,REAL,1
6715,FAKE,0
2583,REAL,1
8190,FAKE,0
2126,REAL,1
8085,FAKE,0
8171,FAKE,0
2784,REAL,1
604,REAL,1
2351,REAL,1
9332,FAKE,0
8821,FAKE,0
6066,FAKE,0
3089,REAL,1
5854,FAKE,0
10507,FAKE,0
8886,FAKE,0
5323,FAKE,0
8960,FAKE,0
8235,FAKE,0
7079,FAKE,0
9296,FAKE,0
8356,FAKE,0
2081,REAL,1
5648,FAKE,0
4571,REAL,1
576,REAL,1
5006,REAL,1
7699,FAKE,0
4913,REAL,1
6648,FAKE,0
654,REAL,1
9116,FAKE,0
3218,REAL,1
3673,REAL,1
9473,FAKE,0
5991,FAKE,0
2932,REAL,1
1831,REAL,1
4408,REAL,1
6743,FAKE,0
9839,FAKE,0
3927,REAL,1
7339,FAKE,0
4625,REAL,1
4650,REAL,1
4565,REAL,1
1901,REAL,1
3634,REAL,1
2356,REAL,1
9555,FAKE,0
2270,REAL,1
7878,FAKE,0
5208,REAL,1
94,REAL,1
10516,FAKE,0
4909,REAL,1
5696,FAKE,0
6833,FAKE,0
5476,FAKE,0
6478,FAKE,0
8215,FAKE,0
2518,REAL,1
9153,FAKE,0
7971,FAKE,0
1042,REAL,1
772,REAL,1
4220,REAL,1
9564,FAKE,0
10456,FAKE,0
6091,FAKE,0
5214,REAL,1
6539,FAKE,0
783,REAL,1
45,REAL,1
4286,REAL,1
1776,REAL,1
3240,REAL,1
779,REAL,1
189,REAL,1
8838,FAKE,0
4923,REAL,1
7160,FAKE,0
2122,REAL,1
10211,FAKE,0
4401,REAL,1
6703,FAKE,0
5210,REAL,1
10116,FAKE,0
705,REAL,1
7061,FAKE,0
6315,FAKE,0
365,REAL,1
5876,FAKE,0
9758,FAKE,0
1640,REAL,1
4958,REAL,1
10161,FAKE,0
9577,FAKE,0
5440,FAKE,0
9347,FAKE,0
8136,FAKE,0
6180,FAKE,0
9156,FAKE,0
6573,FAKE,0
3567,REAL,1
1463,REAL,1
394,REAL,1
9798,FAKE,0
5417,FAKE,0
1245,REAL,1
5109,REAL,1
906,REAL,1
5098,REAL,1
5965,FAKE,0
9589,FAKE,0
4995,REAL,1
8794,FAKE,0
4871,REAL,1
10087,FAKE,0
7157,FAKE,0
3961,REAL,1
368,REAL,1
9950,FAKE,0
7102,FAKE,0
5125,REAL,1
5995,FAKE,0
4855,REAL,1
5608,FAKE,0
4176,REAL,1
433,REAL,1
1301,REAL,1
1464,REAL,1
985,REAL,1
6891,FAKE,0
10546,FAKE,0
4966,REAL,1
4170,REAL,1
858,REAL,1
5901,FAKE,0
6211,FAKE,0
7810,FAKE,0
9164,FAKE,0
413,REAL,1
5206,REAL,1
2632,REAL,1
1707,REAL,1
8343,FAKE,0
5084,REAL,1
507,REAL,1
9660,FAKE,0
9234,FAKE,0
9781,FAKE,0
9818,FAKE,0
2746,REAL,1
3136,REAL,1
5416,FAKE,0
3100,REAL,1
4462,REAL,1
1847,REAL,1
1054,REAL,1
2717,REAL,1
4164,REAL,1
7408,FAKE,0
6216,FAKE,0
5448,FAKE,0
5466,FAKE,0
3949,REAL,1
4657,REAL,1
2811,REAL,1
10266,FAKE,0
6472,FAKE,0
3461,REAL,1
3830,REAL,1
14,REAL,1
7517,FAKE,0
7783,FAKE,0
9120,FAKE,0
984,REAL,1
9333,FAKE,0
5396,FAKE,0
962,REAL,1
9679,FAKE,0
5752,FAKE,0
6673,FAKE,0
4526,REAL,1
9155,FAKE,0
7520,FAKE,0
3288,REAL,1
9262,FAKE,0
8081,FAKE,0
7869,FAKE,0
4798,REAL,1
9175,FAKE,0
8307,FAKE,0
2154,REAL,1
8895,FAKE,0
4315,REAL,1
9680,FAKE,0
6654,FAKE,0
6662,FAKE,0
9132,FAKE,0
10248,FAKE,0
3208,REAL,1
7544,FAKE,0
5619,FAKE,0
932,REAL,1
465,REAL,1
1172,REAL,1
6183,FAKE,0
7615,FAKE,0
8948,FAKE,0
6464,FAKE,0
2868,REAL,1
198,REAL,1
8816,FAKE,0
6341,FAKE,0
9320,FAKE,0
1134,REAL,1
5944,FAKE,0
7919,FAKE,0
7073,FAKE,0
7494,FAKE,0
8149,FAKE,0
5291,FAKE,0
1164,REAL,1
1937,REAL,1
4516,REAL,1
9918,FAKE,0
6718,FAKE,0
83,REAL,1
7962,FAKE,0
8470,FAKE,0
1849,REAL,1
10400,FAKE,0
3644,REAL,1
8684,FAKE,0
6420,FAKE,0
3827,REAL,1
10510,FAKE,0
3741,REAL,1
8917,FAKE,0
3217,REAL,1
2897,REAL,1
7503,FAKE,0
2221,REAL,1
7736,FAKE,0
8067,FAKE,0
1817,REAL,1
6094,FAKE,0
10230,FAKE,0
8041,FAKE,0
8810,FAKE,0
1490,REAL,1
1168,REAL,1
2205,REAL,1
1153,REAL,1
9384,FAKE,0
10054,FAKE,0
1095,REAL,1
2401,REAL,1
8576,FAKE,0
1279,REAL,1
6196,FAKE,0
9799,FAKE,0
5542,FAKE,0
2825,REAL,1
7227,FAKE,0
2304,REAL,1
1231,REAL,1
3715,REAL,1
9682,FAKE,0
2835,REAL,1
7525,FAKE,0
7086,FAKE,0
7430,FAKE,0
5467,FAKE,0
3933,REAL,1
10089,FAKE,0
4144,REAL,1
5464,FAKE,0
9143,FAKE,0
4038,REAL,1
4608,REAL,1
9126,FAKE,0
3501,REAL,1
4544,REAL,1
7161,FAKE,0
671,REAL,1
5121,REAL,1
60,REAL,1
7348,FAKE,0
5587,FAKE,0
10205,FAKE,0
3500,REAL,1
6993,FAKE,0
6489,FAKE,0
1892,REAL,1
405,REAL,1
7252,FAKE,0
6404,FAKE,0
2214,REAL,1
6490,FAKE,0
5019,REAL,1
3576,REAL,1
3762,REAL,1
861,REAL,1
5282,FAKE,0
6934,FAKE,0
43,REAL,1
7432,FAKE,0
3871,REAL,1
7955,FAKE,0
5808,FAKE,0
7697,FAKE,0
2171,REAL,1
6044,FAKE,0
2795,REAL,1
3911,REAL,1
9937,FAKE,0
6660,FAKE,0
6618,FAKE,0
291,REAL,1
5592,FAKE,0
8676,FAKE,0
10107,FAKE,0
3309,REAL,1
1972,REAL,1
6101,FAKE,0
1756,REAL,1
4120,REAL,1
3951,REAL,1
343,REAL,1
5948,FAKE,0
170,REAL,1
685,REAL,1
7674,FAKE,0
1975,REAL,1
8776,FAKE,0
10476,FAKE,0
510,REAL,1
5188,REAL,1
7255,FAKE,0
9367,FAKE,0
3017,REAL,1
8663,FAKE,0
5773,FAKE,0
10143,FAKE,0
276,REAL,1
7908,FAKE,0
3880,REAL,1
2625,REAL,1
3487,REAL,1
3771,REAL,1
7062,FAKE,0
628,REAL,1
3429,REAL,1
5344,FAKE,0
7024,FAKE,0
506,REAL,1
9458,FAKE,0
6192,FAKE,0
5856,FAKE,0
6790,FAKE,0
964,REAL,1
8691,FAKE,0
4486,REAL,1
3324,REAL,1
3572,REAL,1
9396,FAKE,0
367,REAL,1
9171,FAKE,0
10524,FAKE,0
8633,FAKE,0
154,REAL,1
4854,REAL,1
5364,FAKE,0
7861,FAKE,0
2510,REAL,1
1936,REAL,1
887,REAL,1
2971,REAL,1
260,REAL,1
7454,FAKE,0
3521,REAL,1
5097,REAL,1
10031,FAKE,0
6663,FAKE,0
3954,REAL,1
7233,FAKE,0
9158,FAKE,0
3760,REAL,1
7898,FAKE,0
9568,FAKE,0
370,REAL,1
102,REAL,1
4340,REAL,1
3786,REAL,1
606,REAL,1
4471,REAL,1
1450,REAL,1
8230,FAKE,0
2072,REAL,1
8331,FAKE,0
1672,REAL,1
6820,FAKE,0
643,REAL,1
7738,FAKE,0
1663,REAL,1
3051,REAL,1
7694,FAKE,0
2980,REAL,1
7596,FAKE,0
10079,FAKE,0
8689,FAKE,0
9590,FAKE,0
6721,FAKE,0
6295,FAKE,0
4881,REAL,1
7461,FAKE,0
4590,REAL,1
2405,REAL,1
5103,REAL,1
3409,REAL,1
5335,FAKE,0
8449,FAKE,0
4905,REAL,1
6792,FAKE,0
4118,REAL,1
7389,FAKE,0
529,REAL,1
5,REAL,1
7785,FAKE,0
160,REAL,1
3440,REAL,1
947,REAL,1
734,REAL,1
2514,REAL,1
7263,FAKE,0
1577,REAL,1
5266,REAL,1
5909,FAKE,0
1665,REAL,1
5091,REAL,1
3210,REAL,1
8025,FAKE,0
7046,FAKE,0
3570,REAL,1
9737,FAKE,0
6677,FAKE,0
7125,FAKE,0
5979,FAKE,0
8179,FAKE,0
2913,REAL,1
9268,FAKE,0
8494,FAKE,0
5870,FAKE,0
3677,REAL,1
9101,FAKE,0
1595,REAL,1
8097,FAKE,0
9287,FAKE,0
248,REAL,1
9894,FAKE,0
8977,FAKE,0
1498,REAL,1
9747,FAKE,0
3900,REAL,1
807,REAL,1
7601,FAKE,0
8780,FAKE,0
8420,FAKE,0
2202,REAL,1
6566,FAKE,0
4876,REAL,1
8043,FAKE,0
6111,FAKE,0
7620,FAKE,0
2530,REAL,1
5426,FAKE,0
1719,REAL,1
1596,REAL,1
3563,REAL,1
1078,REAL,1
10275,FAKE,0
2695,REAL,1
10013,FAKE,0
7646,FAKE,0
10541,FAKE,0
2152,REAL,1
3029,REAL,1
6644,FAKE,0
773,REAL,1
5959,FAKE,0
9411,FAKE,0
1870,REAL,1
7411,FAKE,0
299,REAL,1
381,REAL,1
2701,REAL,1
3995,REAL,1
178,REAL,1
5917,FAKE,0
1201,REAL,1
8206,FAKE,0
6380,FAKE,0
4439,REAL,1
6428,FAKE,0
10499,FAKE,0
7541,FAKE,0
10251,FAKE,0
7165,FAKE,0
9279,FAKE,0
4898,REAL,1
7593,FAKE,0
10170,FAKE,0
9,REAL,1
5839,FAKE,0
3690,REAL,1
1075,REAL,1
5788,FAKE,0
2179,REAL,1
7812,FAKE,0
6977,FAKE,0
4478,REAL,1
4179,REAL,1
9162,FAKE,0
3801,REAL,1
6406,FAKE,0
6,REAL,1
4362,REAL,1
1193,REAL,1
6238,FAKE,0
4363,REAL,1
5984,FAKE,0
7698,FAKE,0
3776,REAL,1
1385,REAL,1
581,REAL,1
694,REAL,1
7942,FAKE,0
8538,FAKE,0
7416,FAKE,0
2473,REAL,1
1130,REAL,1
5706,FAKE,0
8638,FAKE,0
6265,FAKE,0
9976,FAKE,0
6762,FAKE,0
5541,FAKE,0
3257,REAL,1
7193,FAKE,0
9595,FAKE,0
4221,REAL,1
8078,FAKE,0
2283,REAL,1
6476,FAKE,0
3958,REAL,1
2928,REAL,1
2353,REAL,1
689,REAL,1
1833,REAL,1
8194,FAKE,0
2617,REAL,1
2601,REAL,1
9449,FAKE,0
8717,FAKE,0
4579,REAL,1
9501,FAKE,0
6007,FAKE,0
8132,FAKE,0
7207,FAKE,0
7121,FAKE,0
3258,REAL,1
5912,FAKE,0
6714,FAKE,0
777,REAL,1
7839,FAKE,0
7720,FAKE,0
6050,FAKE,0
1966,REAL,1
4255,REAL,1
8009,FAKE,0
9819,FAKE,0
6206,FAKE,0
293,REAL,1
8804,FAKE,0
4287,REAL,1
9475,FAKE,0
1955,REAL,1
6014,FAKE,0
239,REAL,1
2623,REAL,1
3164,REAL,1
10105,FAKE,0
3330,REAL,1
6615,FAKE,0
8764,FAKE,0
7297,FAKE,0
600,REAL,1
5249,REAL,1
7092,FAKE,0
2489,REAL,1
3412,REAL,1
8704,FAKE,0
4983,REAL,1
4543,REAL,1
4055,REAL,1
2377,REAL,1
5699,FAKE,0
2248,REAL,1
10167,FAKE,0
1669,REAL,1
192,REAL,1
57,REAL,1
9424,FAKE,0
4060,REAL,1
7947,FAKE,0
1082,REAL,1
9228,FAKE,0
1616,REAL,1
8023,FAKE,0
9753,FAKE,0
5880,FAKE,0
1344,REAL,1
10515,FAKE,0
7979,FAKE,0
7921,FAKE,0
8186,FAKE,0
640,REAL,1
5050,REAL,1
3645,REAL,1
6726,FAKE,0
5326,FAKE,0
719,REAL,1
611,REAL,1
8849,FAKE,0
223,REAL,1
5044,REAL,1
9662,FAKE,0
7407,FAKE,0
6005,FAKE,0
401,REAL,1
9033,FAKE,0
5663,FAKE,0
2427,REAL,1
5056,REAL,1
4218,REAL,1
1887,REAL,1
6215,FAKE,0
2779,REAL,1
8592,FAKE,0
4452,REAL,1
9480,FAKE,0
8760,FAKE,0
385,REAL,1
8155,FAKE,0
9345,FAKE,0
1560,REAL,1
2192,REAL,1
7586,FAKE,0
231,REAL,1
7026,FAKE,0
8664,FAKE,0
7912,FAKE,0
7578,FAKE,0
5657,FAKE,0
4396,REAL,1
1615,REAL,1
10147,FAKE,0
3154,REAL,1
9001,FAKE,0
5311,FAKE,0
8089,FAKE,0
9644,FAKE,0
8431,FAKE,0
3516,REAL,1
9354,FAKE,0
8791,FAKE,0
1150,REAL,1
3094,REAL,1
3926,REAL,1
477,REAL,1
4858,REAL,1
8371,FAKE,0
4381,REAL,1
4528,REAL,1
6065,FAKE,0
5767,FAKE,0
9233,FAKE,0
8551,FAKE,0
10126,FAKE,0
8469,FAKE,0
9775,FAKE,0
6275,FAKE,0
7452,FAKE,0
9761,FAKE,0
3986,REAL,1
7945,FAKE,0
6063,FAKE,0
8068,FAKE,0
8104,FAKE,0
1690,REAL,1
8986,FAKE,0
8468,FAKE,0
4569,REAL,1
4237,REAL,1
3353,REAL,1
2308,REAL,1
8628,FAKE,0
9859,FAKE,0
10065,FAKE,0
8169,FAKE,0
2658,REAL,1
5025,REAL,1
4380,REAL,1
3618,REAL,1
7954,FAKE,0
5273,REAL,1
9031,FAKE,0
882,REAL,1
6803,FAKE,0
9657,FAKE,0
6522,FAKE,0
1952,REAL,1
9947,FAKE,0
3606,REAL,1
10296,FAKE,0
10109,FAKE,0
2108,REAL,1
8987,FAKE,0
6842,FAKE,0
9471,FAKE,0
1551,REAL,1
4606,REAL,1
197,REAL,1
7382,FAKE,0
6749,FAKE,0
3987,REAL,1
348,REAL,1
3143,REAL,1
379,REAL,1
3254,REAL,1
8720,FAKE,0
1732,REAL,1
9934,FAKE,0
1116,REAL,1
6343,FAKE,0
7565,FAKE,0
10307,FAKE,0
1611,REAL,1
3681,REAL,1
4586,REAL,1
4524,REAL,1
5819,FAKE,0
9643,FAKE,0
233,REAL,1
5776,FAKE,0
5920,FAKE,0
1140,REAL,1
8044,FAKE,0
455,REAL,1
637,REAL,1
4426,REAL,1
5331,FAKE,0
9313,FAKE,0
6270,FAKE,0
9073,FAKE,0
4536,REAL,1
9869,FAKE,0
1094,REAL,1
2581,REAL,1
918,REAL,1
1915,REAL,1
7096,FAKE,0
2426,REAL,1
130,REAL,1
5710,FAKE,0
7867,FAKE,0
3041,REAL,1
2831,REAL,1
7580,FAKE,0
8400,FAKE,0
10166,FAKE,0
2077,REAL,1
5332,FAKE,0
7735,FAKE,0
2311,REAL,1
9077,FAKE,0
1176,REAL,1
2744,REAL,1
5732,FAKE,0
487,REAL,1
10088,FAKE,0
9908,FAKE,0
3637,REAL,1
4441,REAL,1
3211,REAL,1
1179,REAL,1
7515,FAKE,0
5855,FAKE,0
3246,REAL,1
375,REAL,1
7852,FAKE,0
9194,FAKE,0
3574,REAL,1
8753,FAKE,0
5985,FAKE,0
4813,REAL,1
9181,FAKE,0
512,REAL,1
3863,REAL,1
6377,FAKE,0
3150,REAL,1
2106,REAL,1
2758,REAL,1
7542,FAKE,0
4228,REAL,1
362,REAL,1
2557,REAL,1
4316,REAL,1
8274,FAKE,0
6906,FAKE,0
2880,REAL,1
10492,FAKE,0
517,REAL,1
4291,REAL,1
2942,REAL,1
5475,FAKE,0
1431,REAL,1
2259,REAL,1
4091,REAL,1
1278,REAL,1
1631,REAL,1
4539,REAL,1
3652,REAL,1
1107,REAL,1
5483,FAKE,0
8973,FAKE,0
10469,FAKE,0
2869,REAL,1
9392,FAKE,0
613,REAL,1
2674,REAL,1
6793,FAKE,0
5286,FAKE,0
4385,REAL,1
4324,REAL,1
3704,REAL,1
7380,FAKE,0
1299,REAL,1
5138,REAL,1
9777,FAKE,0
633,REAL,1
7488,FAKE,0
7791,FAKE,0
4015,REAL,1
7990,FAKE,0
3743,REAL,1
3977,REAL,1
10341,FAKE,0
7249,FAKE,0
1010,REAL,1
443,REAL,1
9979,FAKE,0
5127,REAL,1
3354,REAL,1
8455,FAKE,0
9139,FAKE,0
4815,REAL,1
4879,REAL,1
5067,REAL,1
4961,REAL,1
1051,REAL,1
8182,FAKE,0
10323,FAKE,0
7022,FAKE,0
3971,REAL,1
1714,REAL,1
9857,FAKE,0
10138,FAKE,0
4344,REAL,1
5219,REAL,1
1711,REAL,1
7032,FAKE,0
5554,FAKE,0
4349,REAL,1
4024,REAL,1
6778,FAKE,0
9309,FAKE,0
323,REAL,1
2278,REAL,1
706,REAL,1
951,REAL,1
6912,FAKE,0
1729,REAL,1
4937,REAL,1
2780,REAL,1
6795,FAKE,0
1050,REAL,1
2533,REAL,1
603,REAL,1
3782,REAL,1
3444,REAL,1
2252,REAL,1
717,REAL,1
7768,FAKE,0
8055,FAKE,0
10271,FAKE,0
1087,REAL,1
9867,FAKE,0
1071,REAL,1
8007,FAKE,0
1805,REAL,1
4264,REAL,1
8915,FAKE,0
10496,FAKE,0
5631,FAKE,0
3114,REAL,1
8372,FAKE,0
2653,REAL,1
5358,FAKE,0
9254,FAKE,0
2882,REAL,1
6032,FAKE,0
9587,FAKE,0
1238,REAL,1
5600,FAKE,0
5987,FAKE,0
1927,REAL,1
3093,REAL,1
9057,FAKE,0
8739,FAKE,0
4166,REAL,1
2954,REAL,1
5576,FAKE,0
815,REAL,1
4848,REAL,1
6264,FAKE,0
1216,REAL,1
6359,FAKE,0
8125,FAKE,0
3268,REAL,1
1701,REAL,1
1285,REAL,1
10283,FAKE,0
5630,FAKE,0
4297,REAL,1
363,REAL,1
2295,REAL,1
3969,REAL,1
7315,FAKE,0
8383,FAKE,0
8220,FAKE,0
4485,REAL,1
5141,REAL,1
1617,REAL,1
288,REAL,1
3605,REAL,1
3601,REAL,1
8683,FAKE,0
9103,FAKE,0
7681,FAKE,0
2044,REAL,1
1697,REAL,1
10219,FAKE,0
8105,FAKE,0
3005,REAL,1
7501,FAKE,0
9061,FAKE,0
3754,REAL,1
1660,REAL,1
2692,REAL,1
2665,REAL,1
1810,REAL,1
8518,FAKE,0
6027,FAKE,0
9892,FAKE,0
999,REAL,1
877,REAL,1
8591,FAKE,0
8751,FAKE,0
7886,FAKE,0
3980,REAL,1
7111,FAKE,0
9812,FAKE,0
134,REAL,1
2901,REAL,1
1103,REAL,1
169,REAL,1
358,REAL,1
9943,FAKE,0
6981,FAKE,0
10193,FAKE,0
8823,FAKE,0
9146,FAKE,0
1349,REAL,1
1565,REAL,1
881,REAL,1
2406,REAL,1
7072,FAKE,0
2858,REAL,1
2853,REAL,1
1505,REAL,1
9204,FAKE,0
2488,REAL,1
1628,REAL,1
2103,REAL,1
10129,FAKE,0
10274,FAKE,0
5148,REAL,1
9715,FAKE,0
236,REAL,1
9028,FAKE,0
1839,REAL,1
7573,FAKE,0
6914,FAKE,0
5049,REAL,1
8162,FAKE,0
1508,REAL,1
8346,FAKE,0
9035,FAKE,0
4537,REAL,1
9527,FAKE,0
5636,FAKE,0
5739,FAKE,0
5043,REAL,1
4985,REAL,1
1781,REAL,1
8903,FAKE,0
9188,FAKE,0
3180,REAL,1
167,REAL,1
6786,FAKE,0
10272,FAKE,0
5319,FAKE,0
684,REAL,1
9847,FAKE,0
9388,FAKE,0
1114,REAL,1
7098,FAKE,0
1037,REAL,1
9629,FAKE,0
5747,FAKE,0
2715,REAL,1
2000,REAL,1
5810,FAKE,0
4200,REAL,1
2704,REAL,1
8905,FAKE,0
8321,FAKE,0
2896,REAL,1
6620,FAKE,0
4437,REAL,1
3243,REAL,1
8543,FAKE,0
7192,FAKE,0
3161,REAL,1
3323,REAL,1
6874,FAKE,0
3414,REAL,1
8822,FAKE,0
8885,FAKE,0
856,REAL,1
8153,FAKE,0
9046,FAKE,0
7067,FAKE,0
3421,REAL,1
1919,REAL,1
281,REAL,1
6060,FAKE,0
869,REAL,1
3939,REAL,1
8721,FAKE,0
2341,REAL,1
8745,FAKE,0
8173,FAKE,0
7465,FAKE,0
8761,FAKE,0
8064,FAKE,0
7930,FAKE,0
2110,REAL,1
5371,FAKE,0
7226,FAKE,0
4428,REAL,1
128,REAL,1
1392,REAL,1
1931,REAL,1
2963,REAL,1
4326,REAL,1
5041,REAL,1
8028,FAKE,0
7028,FAKE,0
8863,FAKE,0
8341,FAKE,0
784,REAL,1
1427,REAL,1
3273,REAL,1
6013,FAKE,0
8912,FAKE,0
3194,REAL,1
7706,FAKE,0
5243,REAL,1
1269,REAL,1
3781,REAL,1
3253,REAL,1
4875,REAL,1
7359,FAKE,0
8175,FAKE,0
916,REAL,1
6661,FAKE,0
2983,REAL,1
10236,FAKE,0
8466,FAKE,0
5527,FAKE,0
1313,REAL,1
4568,REAL,1
2059,REAL,1
2753,REAL,1
5715,FAKE,0
9117,FAKE,0
3823,REAL,1
4446,REAL,1
6643,FAKE,0
2761,REAL,1
7420,FAKE,0
7219,FAKE,0
7989,FAKE,0
4190,REAL,1
1380,REAL,1
4934,REAL,1
1816,REAL,1
2437,REAL,1
8502,FAKE,0
24,REAL,1
5486,FAKE,0
844,REAL,1
3819,REAL,1
10489,FAKE,0
3928,REAL,1
6834,FAKE,0
6812,FAKE,0
1409,REAL,1
4244,REAL,1
8037,FAKE,0
5779,FAKE,0
6532,FAKE,0
4540,REAL,1
6761,FAKE,0
4605,REAL,1
1963,REAL,1
1959,REAL,1
10216,FAKE,0
9684,FAKE,0
836,REAL,1
4423,REAL,1
788,REAL,1
10004,FAKE,0
7087,FAKE,0
2635,REAL,1
9607,FAKE,0
6204,FAKE,0
3686,REAL,1
6733,FAKE,0
8561,FAKE,0
2711,REAL,1
525,REAL,1
7152,FAKE,0
6098,FAKE,0
3706,REAL,1
7502,FAKE,0
8325,FAKE,0
3190,REAL,1
9731,FAKE,0
4257,REAL,1
7803,FAKE,0
47,REAL,1
6835,FAKE,0
2284,REAL,1
9075,FAKE,0
1655,REAL,1
3901,REAL,1
9909,FAKE,0
9770,FAKE,0
1214,REAL,1
435,REAL,1
9081,FAKE,0
2664,REAL,1
7809,FAKE,0
10145,FAKE,0
2203,REAL,1
6519,FAKE,0
1033,REAL,1
7751,FAKE,0
8010,FAKE,0
505,REAL,1
10343,FAKE,0
1434,REAL,1
2585,REAL,1
34,REAL,1
8777,FAKE,0
3496,REAL,1
1156,REAL,1
619,REAL,1
5101,REAL,1
3238,REAL,1
7882,FAKE,0
4656,REAL,1
4593,REAL,1
183,REAL,1
9100,FAKE,0
4953,REAL,1
1151,REAL,1
9056,FAKE,0
5770,FAKE,0
18,REAL,1
1351,REAL,1
5684,FAKE,0
3944,REAL,1
7357,FAKE,0
3285,REAL,1
4760,REAL,1
1265,REAL,1
1939,REAL,1
7545,FAKE,0
4308,REAL,1
432,REAL,1
4065,REAL,1
842,REAL,1
8066,FAKE,0
1668,REAL,1
4491,REAL,1
8352,FAKE,0
4583,REAL,1
6120,FAKE,0
5392,FAKE,0
692,REAL,1
9531,FAKE,0
4787,REAL,1
2382,REAL,1
10390,FAKE,0
6670,FAKE,0
1566,REAL,1
5500,FAKE,0
9184,FAKE,0
4146,REAL,1
2404,REAL,1
2626,REAL,1
8276,FAKE,0
588,REAL,1
8423,FAKE,0
496,REAL,1
9936,FAKE,0
8012,FAKE,0
4142,REAL,1
7378,FAKE,0
5241,REAL,1
5175,REAL,1
4293,REAL,1
3278,REAL,1
3438,REAL,1
7634,FAKE,0
9222,FAKE,0
9058,FAKE,0
726,REAL,1
8896,FAKE,0
9762,FAKE,0
2724,REAL,1
4695,REAL,1
4824,REAL,1
93,REAL,1
5292,FAKE,0
1645,REAL,1
7903,FAKE,0
8911,FAKE,0
6002,FAKE,0
3522,REAL,1
5359,FAKE,0
342,REAL,1
3783,REAL,1
5951,FAKE,0
5705,FAKE,0
9301,FAKE,0
7550,FAKE,0
4230,REAL,1
2263,REAL,1
3281,REAL,1
7059,FAKE,0
3152,REAL,1
7598,FAKE,0
1582,REAL,1
2523,REAL,1
7178,FAKE,0
6529,FAKE,0
8109,FAKE,0
403,REAL,1
3418,REAL,1
3457,REAL,1
2182,REAL,1
2362,REAL,1
1405,REAL,1
1586,REAL,1
4473,REAL,1
