ID,Autor,autor_codificado
10042,Sophie Chen,30
5569,Owen Rodriguez,28
3856,Desconocido,9
1785,Lucas Kim,19
8396,Logan Wong,18
5113,Emily Parker,11
5903,Desconocido,9
2526,Benjamin Singh,5
2445,Daniel Patel,8
1326,Gabriel Santos,13
8265,Mia Gupta,23
4523,Grace Liu,14
8527,Noah Khan,25
9205,Chloe Nguyen,7
5513,Gabriel Santos,13
9964,Desconocido,9
2434,Logan Wong,18
6616,William Kumar,32
1126,Ethan Hayes,12
5793,Daniel Patel,8
7209,Maxwell Rivera,22
7015,Sophie Chen,30
4718,Isabella Nguyen,15
8715,Isabella Nguyen,15
9089,Marcus Liu,21
4804,Desconocido,9
10101,Sophie Chen,30
2938,Amelia Rivera,1
5165,Sophie Chen,30
6905,Logan Wong,18
8024,Victoria Singh,31
4542,Isabella Nguyen,15
4373,Benjamin Singh,5
1204,Michael Sharma,24
4676,Nora Patel,26
1247,Grace Liu,14
3991,Zoe Lee,34
7526,Desconocido,9
9615,Mia Gupta,23
4922,Desconocido,9
6609,Ethan Hayes,12
10509,Mia Gupta,23
2527,Nora Patel,26
4830,Desconocido,9
6886,Sophie Chen,30
957,Logan Wong,18
6541,Michael Sharma,24
1079,Desconocido,9
7221,Daniel Patel,8
3529,Lily Wang,17
8507,Samantha Chen,29
9824,Ava Murphy,3
3209,Olivia Kumar,27
3124,Aria Shah,2
4016,Marcus Liu,21
6632,Desconocido,9
7794,Aria Shah,2
10538,Desconocido,9
9280,Owen Rodriguez,28
2946,Chloe Nguyen,7
8336,Owen Rodriguez,28
8883,Aria Shah,2
3869,Michael Sharma,24
6887,Maxwell Rivera,22
2611,Grace Liu,14
9119,Chloe Nguyen,7
3904,Ethan Hayes,12
292,Mia Gupta,23
7325,Ethan Hayes,12
2216,Nora Patel,26
10529,Ella Sharma,10
4686,Marcus Liu,21
22,Logan Wong,18
7330,Gabriel Santos,13
668,Zoe Lee,34
10036,Desconocido,9
7478,Noah Khan,25
2436,Lucas Kim,19
8596,Desconocido,9
701,William Kumar,32
3932,Lucas Kim,19
5195,Sophie Chen,30
9401,Benjamin Singh,5
7854,Gabriel Santos,13
1502,William Kumar,32
987,Sophie Chen,30
4292,Alexander Lee,0
10238,Owen Rodriguez,28
2413,Alexander Lee,0
2092,Lucas Kim,19
9827,Samantha Chen,29
469,Jacob Gupta,16
5908,Amelia Rivera,1
2266,Caleb Shah,6
4567,Lily Wang,17
4732,Michael Sharma,24
6606,Grace Liu,14
8927,Desconocido,9
7625,Michael Sharma,24
1929,Madison Wong,20
6589,William Kumar,32
2124,Chloe Nguyen,7
5755,Zoe Lee,34
2411,William Kumar,32
8919,Samantha Chen,29
7232,Olivia Kumar,27
6678,Xavier Chang,33
4407,Chloe Nguyen,7
5420,Gabriel Santos,13
7859,Amelia Rivera,1
4096,Desconocido,9
8550,Xavier Chang,33
8354,Ella Sharma,10
10549,Xavier Chang,33
590,Avery Kim,4
4174,Caleb Shah,6
6949,Lucas Kim,19
3435,Noah Khan,25
1602,Zoe Lee,34
8997,Lucas Kim,19
3112,Samantha Chen,29
926,Desconocido,9
9654,Desconocido,9
1777,Daniel Patel,8
10023,Emily Parker,11
8319,Jacob Gupta,16
10378,Lily Wang,17
7665,Ethan Hayes,12
6115,Maxwell Rivera,22
7538,Olivia Kumar,27
2009,Alexander Lee,0
4803,Noah Khan,25
3778,Xavier Chang,33
6010,William Kumar,32
4250,Xavier Chang,33
3428,Lucas Kim,19
2948,Alexander Lee,0
5560,William Kumar,32
6055,Logan Wong,18
1406,Mia Gupta,23
5503,Ava Murphy,3
666,Aria Shah,2
4740,Desconocido,9
9098,Amelia Rivera,1
4818,Xavier Chang,33
5085,Victoria Singh,31
8195,Grace Liu,14
3524,Olivia Kumar,27
6964,Chloe Nguyen,7
9376,Victoria Singh,31
9767,Ella Sharma,10
30,Victoria Singh,31
8655,Isabella Nguyen,15
973,Victoria Singh,31
9230,William Kumar,32
10214,Marcus Liu,21
8275,Ella Sharma,10
6547,Aria Shah,2
900,Samantha Chen,29
1102,Ella Sharma,10
6497,Maxwell Rivera,22
8621,Ava Murphy,3
3454,Gabriel Santos,13
9185,Xavier Chang,33
6012,Nora Patel,26
4430,Maxwell Rivera,22
5212,Alexander Lee,0
8056,Benjamin Singh,5
10329,Caleb Shah,6
50,Michael Sharma,24
16,Alexander Lee,0
8208,Samantha Chen,29
7401,Noah Khan,25
4409,Gabriel Santos,13
10120,Xavier Chang,33
10472,Emily Parker,11
4736,Jacob Gupta,16
10365,Amelia Rivera,1
4223,Madison Wong,20
3826,Sophie Chen,30
8223,Owen Rodriguez,28
10144,Daniel Patel,8
4247,Desconocido,9
6178,Lily Wang,17
3322,Caleb Shah,6
8736,Ava Murphy,3
10310,Desconocido,9
7666,Avery Kim,4
9698,Benjamin Singh,5
3410,Owen Rodriguez,28
5274,Amelia Rivera,1
1167,Olivia Kumar,27
551,Isabella Nguyen,15
9497,Maxwell Rivera,22
10404,Ethan Hayes,12
2998,Michael Sharma,24
1047,Chloe Nguyen,7
998,Chloe Nguyen,7
9512,Owen Rodriguez,28
9063,Nora Patel,26
3179,Grace Liu,14
10367,Desconocido,9
7285,Caleb Shah,6
702,Ava Murphy,3
5888,Marcus Liu,21
5943,Michael Sharma,24
2483,Avery Kim,4
6398,Desconocido,9
6290,Owen Rodriguez,28
8879,Alexander Lee,0
7864,Xavier Chang,33
10024,Owen Rodriguez,28
3317,Owen Rodriguez,28
7595,Desconocido,9
1437,Marcus Liu,21
6943,Madison Wong,20
7354,Desconocido,9
2889,Mia Gupta,23
1499,Emily Parker,11
5649,Aria Shah,2
2843,Desconocido,9
9005,Nora Patel,26
159,Ethan Hayes,12
9111,Zoe Lee,34
7294,Madison Wong,20
899,Victoria Singh,31
2012,Amelia Rivera,1
4281,Ethan Hayes,12
6389,Noah Khan,25
9227,Noah Khan,25
9183,Jacob Gupta,16
737,Samantha Chen,29
2680,Avery Kim,4
3059,Benjamin Singh,5
3981,Olivia Kumar,27
5528,William Kumar,32
4509,Desconocido,9
9261,Ella Sharma,10
9335,Marcus Liu,21
4451,Marcus Liu,21
5727,Desconocido,9
9899,Lily Wang,17
8196,Madison Wong,20
8391,Michael Sharma,24
9009,Jacob Gupta,16
2378,Desconocido,9
5032,Owen Rodriguez,28
3058,Desconocido,9
7902,Desconocido,9
3380,Grace Liu,14
491,Samantha Chen,29
7399,Ella Sharma,10
10429,Zoe Lee,34
9529,Ava Murphy,3
4157,Desconocido,9
8077,Ethan Hayes,12
6683,Desconocido,9
9957,Samantha Chen,29
2650,Aria Shah,2
5604,Desconocido,9
492,Olivia Kumar,27
7760,Owen Rodriguez,28
2419,Noah Khan,25
1705,Jacob Gupta,16
1296,Mia Gupta,23
912,Noah Khan,25
74,William Kumar,32
269,Grace Liu,14
6093,Desconocido,9
3339,Owen Rodriguez,28
8830,Zoe Lee,34
7998,Olivia Kumar,27
3342,Madison Wong,20
3769,Maxwell Rivera,22
156,Samantha Chen,29
9877,Desconocido,9
9328,Nora Patel,26
7907,Samantha Chen,29
8438,Chloe Nguyen,7
4115,Xavier Chang,33
9166,Aria Shah,2
6679,Lucas Kim,19
4591,Grace Liu,14
3759,Caleb Shah,6
3042,Desconocido,9
6915,Lucas Kim,19
6106,Ava Murphy,3
9211,Marcus Liu,21
6410,Lucas Kim,19
9778,Zoe Lee,34
6813,Desconocido,9
8398,Lucas Kim,19
4554,Lucas Kim,19
2392,Zoe Lee,34
7042,Mia Gupta,23
8546,Zoe Lee,34
5081,Amelia Rivera,1
8496,Sophie Chen,30
4116,Desconocido,9
3105,Jacob Gupta,16
851,Owen Rodriguez,28
6285,Zoe Lee,34
8523,Caleb Shah,6
9860,Jacob Gupta,16
8971,Ava Murphy,3
118,Victoria Singh,31
3037,Desconocido,9
1546,Amelia Rivera,1
345,Marcus Liu,21
8995,Marcus Liu,21
8369,Zoe Lee,34
1797,Desconocido,9
9633,Gabriel Santos,13
6608,Caleb Shah,6
6422,Alexander Lee,0
2911,Victoria Singh,31
2133,Desconocido,9
6153,Daniel Patel,8
7643,Victoria Singh,31
10212,Benjamin Singh,5
4425,Desconocido,9
9495,Ella Sharma,10
23,Ella Sharma,10
6911,Zoe Lee,34
3812,Gabriel Santos,13
9663,William Kumar,32
10318,Madison Wong,20
5233,Caleb Shah,6
3284,Grace Liu,14
3433,Desconocido,9
2492,Desconocido,9
3766,Alexander Lee,0
6653,Ethan Hayes,12
2047,Desconocido,9
10069,Daniel Patel,8
9216,Zoe Lee,34
2796,Isabella Nguyen,15
5828,Ava Murphy,3
4562,Isabella Nguyen,15
3793,Chloe Nguyen,7
2660,Noah Khan,25
493,Mia Gupta,23
9118,Benjamin Singh,5
832,Desconocido,9
9276,Avery Kim,4
534,Ethan Hayes,12
2699,Nora Patel,26
2616,Ella Sharma,10
6271,Ava Murphy,3
7636,Desconocido,9
8836,Alexander Lee,0
967,Logan Wong,18
6780,Michael Sharma,24
3030,Desconocido,9
8366,Chloe Nguyen,7
700,Samantha Chen,29
3463,Emily Parker,11
6277,Chloe Nguyen,7
1627,Amelia Rivera,1
4572,Desconocido,9
5895,Amelia Rivera,1
10233,Gabriel Santos,13
184,Aria Shah,2
7952,Michael Sharma,24
10010,Victoria Singh,31
7395,Ella Sharma,10
5581,Lucas Kim,19
7202,Desconocido,9
8098,Amelia Rivera,1
5860,Madison Wong,20
8554,Michael Sharma,24
7377,Lily Wang,17
4529,Jacob Gupta,16
3693,Caleb Shah,6
5610,Madison Wong,20
4665,Victoria Singh,31
4378,Ella Sharma,10
775,Lily Wang,17
3893,Michael Sharma,24
9588,Desconocido,9
3046,Madison Wong,20
4188,Marcus Liu,21
9966,Lily Wang,17
718,Maxwell Rivera,22
8632,Ella Sharma,10
3701,Logan Wong,18
3680,Ava Murphy,3
1070,Desconocido,9
8781,Amelia Rivera,1
2935,Sophie Chen,30
6431,Madison Wong,20
3048,Jacob Gupta,16
2697,Gabriel Santos,13
4748,Grace Liu,14
9264,Zoe Lee,34
597,Nora Patel,26
828,Samantha Chen,29
2951,Lily Wang,17
416,Desconocido,9
5317,Michael Sharma,24
2424,Sophie Chen,30
931,Sophie Chen,30
3347,Desconocido,9
4779,Ella Sharma,10
7847,Amelia Rivera,1
3389,Desconocido,9
8999,Victoria Singh,31
4691,Marcus Liu,21
7091,Logan Wong,18
6405,Desconocido,9
4789,Maxwell Rivera,22
101,Nora Patel,26
10128,Ethan Hayes,12
7564,Lily Wang,17
5238,Chloe Nguyen,7
3994,Ella Sharma,10
9594,Gabriel Santos,13
7761,Isabella Nguyen,15
8018,Alexander Lee,0
8046,Emily Parker,11
6008,Ella Sharma,10
9043,Mia Gupta,23
7268,Mia Gupta,23
981,Victoria Singh,31
1328,Avery Kim,4
3523,Emily Parker,11
8244,Xavier Chang,33
2062,Alexander Lee,0
3115,Michael Sharma,24
6558,Desconocido,9
141,Madison Wong,20
6973,Madison Wong,20
6729,Victoria Singh,31
8084,Isabella Nguyen,15
9620,Desconocido,9
5385,Owen Rodriguez,28
5171,Grace Liu,14
6974,Nora Patel,26
9210,Isabella Nguyen,15
5656,Desconocido,9
3575,Zoe Lee,34
7905,Desconocido,9
3189,Emily Parker,11
2949,Lily Wang,17
2260,Nora Patel,26
1636,Desconocido,9
9617,Sophie Chen,30
6048,Amelia Rivera,1
2060,Lucas Kim,19
8851,Alexander Lee,0
6279,Gabriel Santos,13
6479,Ella Sharma,10
8479,Grace Liu,14
6001,Xavier Chang,33
6769,William Kumar,32
9702,Grace Liu,14
3415,Ella Sharma,10
4692,Ethan Hayes,12
5235,Nora Patel,26
6333,Desconocido,9
6499,Alexander Lee,0
9610,Nora Patel,26
7769,Gabriel Santos,13
6244,Isabella Nguyen,15
4837,Grace Liu,14
5289,Emily Parker,11
8345,Noah Khan,25
5280,Alexander Lee,0
690,Noah Khan,25
397,Madison Wong,20
9190,Aria Shah,2
1012,Aria Shah,2
1133,Olivia Kumar,27
8631,Maxwell Rivera,22
7199,Noah Khan,25
8373,Ella Sharma,10
5064,Madison Wong,20
6607,Noah Khan,25
929,Noah Khan,25
5614,Madison Wong,20
6031,Victoria Singh,31
7084,Benjamin Singh,5
5170,Ava Murphy,3
7860,Daniel Patel,8
3918,Isabella Nguyen,15
305,Zoe Lee,34
6816,Grace Liu,14
9724,Gabriel Santos,13
6674,Amelia Rivera,1
10284,Logan Wong,18
728,Jacob Gupta,16
3508,Olivia Kumar,27
3315,Mia Gupta,23
5383,Marcus Liu,21
4959,Noah Khan,25
5123,Benjamin Singh,5
216,Maxwell Rivera,22
1644,Michael Sharma,24
3156,Avery Kim,4
4416,Lily Wang,17
7622,Madison Wong,20
2953,Maxwell Rivera,22
7137,Sophie Chen,30
7007,Nora Patel,26
2994,Desconocido,9
3626,Samantha Chen,29
9114,Noah Khan,25
7746,Ella Sharma,10
46,Isabella Nguyen,15
5680,Daniel Patel,8
5639,Gabriel Santos,13
4322,Nora Patel,26
9165,William Kumar,32
351,Desconocido,9
7994,Olivia Kumar,27
6997,Mia Gupta,23
4582,Aria Shah,2
7658,Sophie Chen,30
4999,Maxwell Rivera,22
8572,Zoe Lee,34
9776,Ethan Hayes,12
9826,Daniel Patel,8
7054,Desconocido,9
4767,Desconocido,9
6510,Owen Rodriguez,28
1453,Daniel Patel,8
2883,Gabriel Santos,13
10252,Desconocido,9
6950,Xavier Chang,33
2785,Logan Wong,18
7559,William Kumar,32
698,Samantha Chen,29
7175,Grace Liu,14
9461,Gabriel Santos,13
9310,Alexander Lee,0
240,Alexander Lee,0
8472,Michael Sharma,24
7829,Emily Parker,11
9080,Desconocido,9
3947,Gabriel Santos,13
7774,Owen Rodriguez,28
5522,Desconocido,9
8049,Lily Wang,17
4337,Grace Liu,14
6561,Caleb Shah,6
7445,Aria Shah,2
735,Ava Murphy,3
3325,Desconocido,9
277,Michael Sharma,24
7984,Victoria Singh,31
5924,Noah Khan,25
9038,Aria Shah,2
3019,Isabella Nguyen,15
8004,Ethan Hayes,12
8817,William Kumar,32
3341,Madison Wong,20
971,Ethan Hayes,12
10076,Chloe Nguyen,7
9278,Noah Khan,25
3860,Alexander Lee,0
7080,Zoe Lee,34
7754,Alexander Lee,0
5664,Desconocido,9
9064,Emily Parker,11
5802,Mia Gupta,23
8695,Xavier Chang,33
9494,Olivia Kumar,27
2725,Jacob Gupta,16
224,Logan Wong,18
6715,Nora Patel,26
2583,Chloe Nguyen,7
8190,Desconocido,9
2126,Desconocido,9
8085,Alexander Lee,0
8171,Ava Murphy,3
2784,Grace Liu,14
604,Jacob Gupta,16
2351,Jacob Gupta,16
9332,Grace Liu,14
8821,Samantha Chen,29
6066,Desconocido,9
3089,Desconocido,9
5854,Desconocido,9
10507,Grace Liu,14
8886,Michael Sharma,24
5323,Desconocido,9
8960,Emily Parker,11
8235,Desconocido,9
7079,Xavier Chang,33
9296,Aria Shah,2
8356,Desconocido,9
2081,Desconocido,9
5648,Victoria Singh,31
4571,Logan Wong,18
576,Jacob Gupta,16
5006,William Kumar,32
7699,Ethan Hayes,12
4913,Benjamin Singh,5
6648,Avery Kim,4
654,Victoria Singh,31
9116,Ethan Hayes,12
3218,Lily Wang,17
3673,Maxwell Rivera,22
9473,Marcus Liu,21
5991,Jacob Gupta,16
2932,Sophie Chen,30
1831,Avery Kim,4
4408,Aria Shah,2
6743,Logan Wong,18
9839,Xavier Chang,33
3927,Lucas Kim,19
7339,Maxwell Rivera,22
4625,Victoria Singh,31
4650,Desconocido,9
4565,Xavier Chang,33
1901,Marcus Liu,21
3634,Aria Shah,2
2356,Ella Sharma,10
9555,Desconocido,9
2270,Lucas Kim,19
7878,Olivia Kumar,27
5208,William Kumar,32
94,Gabriel Santos,13
10516,Ava Murphy,3
4909,Caleb Shah,6
5696,Alexander Lee,0
6833,Desconocido,9
5476,Grace Liu,14
6478,Logan Wong,18
8215,Grace Liu,14
2518,Alexander Lee,0
9153,Daniel Patel,8
7971,Zoe Lee,34
1042,Ava Murphy,3
772,Madison Wong,20
4220,Samantha Chen,29
9564,Owen Rodriguez,28
10456,Sophie Chen,30
6091,Mia Gupta,23
5214,Benjamin Singh,5
6539,Amelia Rivera,1
783,Zoe Lee,34
45,Xavier Chang,33
4286,Madison Wong,20
1776,Zoe Lee,34
3240,Logan Wong,18
779,Lily Wang,17
189,Victoria Singh,31
8838,Desconocido,9
4923,Xavier Chang,33
7160,Avery Kim,4
2122,Olivia Kumar,27
10211,Lucas Kim,19
4401,Avery Kim,4
6703,Ethan Hayes,12
5210,Olivia Kumar,27
10116,Gabriel Santos,13
705,Marcus Liu,21
7061,Lily Wang,17
6315,Lily Wang,17
365,Alexander Lee,0
5876,Mia Gupta,23
9758,Emily Parker,11
1640,Desconocido,9
4958,Olivia Kumar,27
10161,Benjamin Singh,5
9577,Lucas Kim,19
5440,Aria Shah,2
9347,Avery Kim,4
8136,Daniel Patel,8
6180,Sophie Chen,30
9156,Ella Sharma,10
6573,Victoria Singh,31
3567,Gabriel Santos,13
1463,Maxwell Rivera,22
394,Logan Wong,18
9798,Samantha Chen,29
5417,William Kumar,32
1245,Desconocido,9
5109,Maxwell Rivera,22
906,Nora Patel,26
5098,Marcus Liu,21
5965,Desconocido,9
9589,Emily Parker,11
4995,Xavier Chang,33
8794,Olivia Kumar,27
4871,Avery Kim,4
10087,Aria Shah,2
7157,Olivia Kumar,27
3961,William Kumar,32
368,Desconocido,9
9950,Emily Parker,11
7102,Desconocido,9
5125,Lily Wang,17
5995,Olivia Kumar,27
4855,Desconocido,9
5608,Nora Patel,26
4176,Nora Patel,26
433,Sophie Chen,30
1301,Desconocido,9
1464,Desconocido,9
985,Noah Khan,25
6891,Avery Kim,4
10546,Sophie Chen,30
4966,Desconocido,9
4170,Ella Sharma,10
858,Emily Parker,11
5901,William Kumar,32
6211,Daniel Patel,8
7810,Sophie Chen,30
9164,Lucas Kim,19
413,Desconocido,9
5206,Owen Rodriguez,28
2632,Desconocido,9
1707,Desconocido,9
8343,Caleb Shah,6
5084,Desconocido,9
507,Alexander Lee,0
9660,Noah Khan,25
9234,Grace Liu,14
9781,Chloe Nguyen,7
9818,Olivia Kumar,27
2746,William Kumar,32
3136,Daniel Patel,8
5416,Chloe Nguyen,7
3100,Owen Rodriguez,28
4462,Nora Patel,26
1847,Michael Sharma,24
1054,Victoria Singh,31
2717,Grace Liu,14
4164,Desconocido,9
7408,Daniel Patel,8
6216,Mia Gupta,23
5448,Zoe Lee,34
5466,Emily Parker,11
3949,Ella Sharma,10
4657,Xavier Chang,33
2811,Ava Murphy,3
10266,Emily Parker,11
6472,Mia Gupta,23
3461,Mia Gupta,23
3830,Madison Wong,20
14,Lucas Kim,19
7517,Gabriel Santos,13
7783,Grace Liu,14
9120,Desconocido,9
984,Chloe Nguyen,7
9333,Lucas Kim,19
5396,Desconocido,9
962,Amelia Rivera,1
9679,Desconocido,9
5752,Ethan Hayes,12
6673,Michael Sharma,24
4526,Maxwell Rivera,22
9155,Ella Sharma,10
7520,Gabriel Santos,13
3288,Samantha Chen,29
9262,Victoria Singh,31
8081,Amelia Rivera,1
7869,Lily Wang,17
4798,Xavier Chang,33
9175,Amelia Rivera,1
8307,Lucas Kim,19
2154,Ethan Hayes,12
8895,Avery Kim,4
4315,Marcus Liu,21
9680,Logan Wong,18
6654,Isabella Nguyen,15
6662,William Kumar,32
9132,William Kumar,32
10248,Samantha Chen,29
3208,William Kumar,32
7544,Michael Sharma,24
5619,Benjamin Singh,5
932,Desconocido,9
465,Xavier Chang,33
1172,Daniel Patel,8
6183,Lily Wang,17
7615,Mia Gupta,23
8948,Chloe Nguyen,7
6464,Zoe Lee,34
2868,Owen Rodriguez,28
198,Olivia Kumar,27
8816,Alexander Lee,0
6341,Desconocido,9
9320,Zoe Lee,34
1134,Amelia Rivera,1
5944,Ava Murphy,3
7919,Desconocido,9
7073,Maxwell Rivera,22
7494,Nora Patel,26
8149,Emily Parker,11
5291,Desconocido,9
1164,Lily Wang,17
1937,Owen Rodriguez,28
4516,Desconocido,9
9918,Daniel Patel,8
6718,Emily Parker,11
83,William Kumar,32
7962,Nora Patel,26
8470,Ava Murphy,3
1849,Desconocido,9
10400,Noah Khan,25
3644,Desconocido,9
8684,Chloe Nguyen,7
6420,Sophie Chen,30
3827,Desconocido,9
10510,Lucas Kim,19
3741,Alexander Lee,0
8917,Noah Khan,25
3217,Desconocido,9
2897,Desconocido,9
7503,Marcus Liu,21
2221,Marcus Liu,21
7736,Mia Gupta,23
8067,Zoe Lee,34
1817,Isabella Nguyen,15
6094,Chloe Nguyen,7
10230,Zoe Lee,34
8041,Desconocido,9
8810,Ava Murphy,3
1490,Mia Gupta,23
1168,Isabella Nguyen,15
2205,Maxwell Rivera,22
1153,Isabella Nguyen,15
9384,Logan Wong,18
10054,Desconocido,9
1095,Aria Shah,2
2401,Alexander Lee,0
8576,Gabriel Santos,13
1279,Isabella Nguyen,15
6196,Sophie Chen,30
9799,Zoe Lee,34
5542,Alexander Lee,0
2825,Emily Parker,11
7227,Amelia Rivera,1
2304,Emily Parker,11
1231,Logan Wong,18
3715,William Kumar,32
9682,Owen Rodriguez,28
2835,Desconocido,9
7525,Ethan Hayes,12
7086,Madison Wong,20
7430,Xavier Chang,33
5467,Madison Wong,20
3933,Michael Sharma,24
10089,Zoe Lee,34
4144,Desconocido,9
5464,Victoria Singh,31
9143,Marcus Liu,21
4038,Victoria Singh,31
4608,Madison Wong,20
9126,Amelia Rivera,1
3501,Xavier Chang,33
4544,Isabella Nguyen,15
7161,Ella Sharma,10
671,William Kumar,32
5121,Amelia Rivera,1
60,William Kumar,32
7348,Isabella Nguyen,15
5587,Samantha Chen,29
10205,Desconocido,9
3500,Desconocido,9
6993,Samantha Chen,29
6489,Zoe Lee,34
1892,Olivia Kumar,27
405,Victoria Singh,31
7252,Ella Sharma,10
6404,Desconocido,9
2214,Madison Wong,20
6490,Lily Wang,17
5019,Lily Wang,17
3576,Michael Sharma,24
3762,Avery Kim,4
861,Maxwell Rivera,22
5282,Amelia Rivera,1
6934,Lucas Kim,19
43,Sophie Chen,30
7432,Maxwell Rivera,22
3871,Amelia Rivera,1
7955,Owen Rodriguez,28
5808,Lucas Kim,19
7697,Avery Kim,4
2171,Desconocido,9
6044,Desconocido,9
2795,Desconocido,9
3911,Caleb Shah,6
9937,Madison Wong,20
6660,Alexander Lee,0
6618,Ella Sharma,10
291,Olivia Kumar,27
5592,Mia Gupta,23
8676,Ava Murphy,3
10107,Lily Wang,17
3309,Logan Wong,18
1972,Ethan Hayes,12
6101,Sophie Chen,30
1756,Isabella Nguyen,15
4120,Desconocido,9
3951,Caleb Shah,6
343,Amelia Rivera,1
5948,Xavier Chang,33
170,Alexander Lee,0
685,Owen Rodriguez,28
7674,Victoria Singh,31
1975,Amelia Rivera,1
8776,Aria Shah,2
10476,Caleb Shah,6
510,Michael Sharma,24
5188,Avery Kim,4
7255,Xavier Chang,33
9367,Mia Gupta,23
3017,Desconocido,9
8663,Olivia Kumar,27
5773,Avery Kim,4
10143,Jacob Gupta,16
276,Desconocido,9
7908,Jacob Gupta,16
3880,Ethan Hayes,12
2625,Ella Sharma,10
3487,Lucas Kim,19
3771,Madison Wong,20
7062,Logan Wong,18
628,Logan Wong,18
3429,Desconocido,9
5344,Ella Sharma,10
7024,Logan Wong,18
506,Desconocido,9
9458,Desconocido,9
6192,Zoe Lee,34
5856,Jacob Gupta,16
6790,Desconocido,9
964,Benjamin Singh,5
8691,Amelia Rivera,1
4486,Gabriel Santos,13
3324,Aria Shah,2
3572,Avery Kim,4
9396,Ava Murphy,3
367,Nora Patel,26
9171,Desconocido,9
10524,Marcus Liu,21
8633,Noah Khan,25
154,Logan Wong,18
4854,Maxwell Rivera,22
5364,William Kumar,32
7861,Amelia Rivera,1
2510,Caleb Shah,6
1936,Ella Sharma,10
887,Benjamin Singh,5
2971,Xavier Chang,33
260,Desconocido,9
7454,Isabella Nguyen,15
3521,Madison Wong,20
5097,William Kumar,32
10031,Zoe Lee,34
6663,Emily Parker,11
3954,Ethan Hayes,12
7233,Sophie Chen,30
9158,Victoria Singh,31
3760,Marcus Liu,21
7898,Owen Rodriguez,28
9568,Alexander Lee,0
370,Lucas Kim,19
102,Grace Liu,14
4340,Grace Liu,14
3786,Marcus Liu,21
606,Lucas Kim,19
4471,Desconocido,9
1450,Nora Patel,26
8230,Lucas Kim,19
2072,Mia Gupta,23
8331,Owen Rodriguez,28
1672,Amelia Rivera,1
6820,Maxwell Rivera,22
643,Sophie Chen,30
7738,Desconocido,9
1663,William Kumar,32
3051,Lucas Kim,19
7694,Caleb Shah,6
2980,Samantha Chen,29
7596,Benjamin Singh,5
10079,Caleb Shah,6
8689,Benjamin Singh,5
9590,Chloe Nguyen,7
6721,Nora Patel,26
6295,Desconocido,9
4881,Alexander Lee,0
7461,Desconocido,9
4590,Avery Kim,4
2405,Mia Gupta,23
5103,Michael Sharma,24
3409,Olivia Kumar,27
5335,Desconocido,9
8449,Desconocido,9
4905,Emily Parker,11
6792,Owen Rodriguez,28
4118,Gabriel Santos,13
7389,Alexander Lee,0
529,Samantha Chen,29
5,Noah Khan,25
7785,Lucas Kim,19
160,Desconocido,9
3440,Xavier Chang,33
947,Desconocido,9
734,Ella Sharma,10
2514,Owen Rodriguez,28
7263,Emily Parker,11
1577,Benjamin Singh,5
5266,Desconocido,9
5909,Desconocido,9
1665,Lucas Kim,19
5091,Noah Khan,25
3210,Gabriel Santos,13
8025,Samantha Chen,29
7046,Mia Gupta,23
3570,Desconocido,9
9737,Logan Wong,18
6677,Caleb Shah,6
7125,Ethan Hayes,12
5979,Victoria Singh,31
8179,Gabriel Santos,13
2913,Desconocido,9
9268,Grace Liu,14
8494,Michael Sharma,24
5870,Owen Rodriguez,28
3677,Desconocido,9
9101,Desconocido,9
1595,Desconocido,9
8097,Ella Sharma,10
9287,Mia Gupta,23
248,Ethan Hayes,12
9894,Samantha Chen,29
8977,Chloe Nguyen,7
1498,Zoe Lee,34
9747,Jacob Gupta,16
3900,Owen Rodriguez,28
807,Avery Kim,4
7601,Grace Liu,14
8780,Nora Patel,26
8420,Logan Wong,18
2202,Alexander Lee,0
6566,Samantha Chen,29
4876,Samantha Chen,29
8043,Samantha Chen,29
6111,Desconocido,9
7620,Gabriel Santos,13
2530,Logan Wong,18
5426,Ava Murphy,3
1719,Maxwell Rivera,22
1596,Michael Sharma,24
3563,Aria Shah,2
1078,Ava Murphy,3
10275,Jacob Gupta,16
2695,Alexander Lee,0
10013,Madison Wong,20
7646,Michael Sharma,24
10541,Samantha Chen,29
2152,Amelia Rivera,1
3029,Olivia Kumar,27
6644,Desconocido,9
773,Grace Liu,14
5959,Logan Wong,18
9411,Victoria Singh,31
1870,Desconocido,9
7411,Ella Sharma,10
299,Owen Rodriguez,28
381,Noah Khan,25
2701,Avery Kim,4
3995,Owen Rodriguez,28
178,Mia Gupta,23
5917,Jacob Gupta,16
1201,Aria Shah,2
8206,Isabella Nguyen,15
6380,Grace Liu,14
4439,Isabella Nguyen,15
6428,Mia Gupta,23
10499,Olivia Kumar,27
7541,Chloe Nguyen,7
10251,Desconocido,9
7165,Isabella Nguyen,15
9279,Desconocido,9
4898,Michael Sharma,24
7593,Ethan Hayes,12
10170,Desconocido,9
9,Desconocido,9
5839,Amelia Rivera,1
3690,Emily Parker,11
1075,Ava Murphy,3
5788,Isabella Nguyen,15
2179,Marcus Liu,21
7812,Isabella Nguyen,15
6977,Alexander Lee,0
4478,Emily Parker,11
4179,Olivia Kumar,27
9162,Sophie Chen,30
3801,Mia Gupta,23
6406,Ethan Hayes,12
6,Lily Wang,17
4362,Ethan Hayes,12
1193,Isabella Nguyen,15
6238,Logan Wong,18
4363,Mia Gupta,23
